gen_0_4,gen_1_0,gen_2_1,gen_5_2,gen_7_3
62.3,63.6,62.3,27.9,8.9
62.4,63.8,62.4,27.9,9.4
62.5,63.9,62.5,27.9,9.9
62.6,64.0,62.6,27.9,10.5
62.7,64.1,62.7,28.0,11.0
62.8,64.1,62.8,28.1,11.5
62.8,64.2,62.8,28.2,12.0
62.8,64.2,62.8,28.3,12.5
62.8,64.2,62.8,28.4,13.0
62.8,64.2,62.8,28.5,13.4
62.8,64.2,62.8,28.7,13.9
62.8,64.2,62.8,28.9,14.3
62.8,64.2,62.8,29.1,14.7
62.8,64.2,62.8,29.3,15.1
62.8,64.1,62.8,29.6,15.5
62.7,64.1,62.7,29.8,15.8
62.7,64.0,62.7,30.1,16.2
62.6,63.9,62.6,30.4,16.5
62.5,63.8,62.5,30.6,16.8
62.4,63.7,62.4,30.9,17.1
62.3,63.6,62.3,31.2,17.3
62.2,63.5,62.2,31.4,17.6
62.1,63.4,62.1,31.7,17.8
62.0,63.3,62.0,31.9,18.1
61.9,63.3,61.9,32.1,18.3
61.9,63.3,61.9,32.3,18.5
61.9,63.3,61.9,32.5,18.6
61.9,63.3,61.9,32.7,18.8
61.9,63.3,61.9,32.8,18.9
62.0,63.3,62.0,32.9,19.0
62.0,63.4,62.0,33.0,19.1
62.1,63.4,62.1,33.0,19.2
62.2,63.5,62.2,33.0,19.2
62.2,63.6,62.2,32.9,19.3
62.3,63.7,62.3,32.8,19.3
62.5,63.8,62.5,32.7,19.2
62.6,64.0,62.6,32.5,19.2
62.8,64.1,62.8,32.3,19.1
63.0,64.3,63.0,32.1,19.0
63.2,64.6,63.2,31.8,18.9
63.5,64.9,63.5,31.5,18.8
63.8,65.2,63.8,31.2,18.6
64.1,65.5,64.1,30.9,18.4
64.4,65.8,64.4,30.6,18.2
64.7,66.1,64.7,30.3,18.0
64.8,66.2,64.8,29.9,17.7
64.9,66.3,64.9,29.6,17.5
64.8,66.2,64.8,29.3,17.2
64.7,66.1,64.7,29.0,16.9
64.4,65.8,64.4,28.7,16.5
64.1,65.5,64.1,28.4,16.2
63.8,65.2,63.8,28.1,15.8
63.5,64.9,63.5,27.9,15.4
63.3,64.6,63.3,27.7,15.0
63.1,64.4,63.1,27.5,14.5
62.9,64.2,62.9,27.3,14.1
62.7,64.1,62.7,27.2,13.6
62.6,64.0,62.6,27.1,13.1
62.6,63.9,62.6,27.0,12.5
62.5,63.9,62.5,27.0,12.0
62.5,63.9,62.5,27.0,11.4
62.5,63.9,62.5,27.1,10.8
62.5,63.9,62.5,27.2,10.2
62.5,63.8,62.5,27.3,9.6
62.4,63.7,62.4,27.4,9.0
62.2,63.6,62.2,27.6,8.4
62.1,63.4,62.1,27.7,7.8
61.9,63.2,61.9,27.9,7.1
61.7,63.0,61.7,28.1,6.5
61.5,62.8,61.5,28.3,5.9
61.3,62.7,61.3,28.5,5.3
61.3,62.6,61.3,28.7,4.8
61.2,62.6,61.2,28.9,4.2
61.2,62.6,61.2,29.2,3.7
61.2,62.6,61.2,29.4,3.2
61.2,62.6,61.2,29.6,2.7
61.2,62.5,61.2,29.7,2.3
61.2,62.5,61.2,29.9,1.9
61.1,62.4,61.1,30.1,1.5
61.0,62.3,61.0,30.2,1.2
60.9,62.2,60.9,30.3,0.9
60.8,62.2,60.8,30.4,0.6
60.8,62.1,60.8,30.4,0.4
60.7,62.0,60.7,30.4,0.3
60.7,62.0,60.7,30.4,0.1
60.7,62.0,60.7,30.4,0.1
60.7,62.0,60.7,30.3,0.0
60.7,62.0,60.7,30.2,0.0
60.7,62.1,60.7,30.1,0.0
60.8,62.1,60.8,30.0,0.0
60.8,62.1,60.8,29.9,0.0
60.9,62.2,60.9,29.8,0.0
61.0,62.3,61.0,29.6,0.0
61.1,62.4,61.1,29.5,0.0
61.2,62.6,61.2,29.4,0.0
61.4,62.7,61.4,29.2,0.0
61.6,63.0,61.6,29.1,0.0
61.9,63.2,61.9,29.0,0.0
62.2,63.5,62.2,28.9,0.0
62.5,63.9,62.5,28.8,0.0
62.9,64.3,62.9,28.7,0.0
63.4,64.8,63.4,28.6,0.0
63.9,65.3,63.9,28.6,0.0
64.4,65.8,64.4,28.5,0.0
64.9,66.3,64.9,28.5,0.0
65.5,66.9,65.5,28.5,0.0
66.0,67.5,66.0,28.6,0.0
66.6,68.0,66.6,28.6,0.0
67.1,68.6,67.1,28.7,0.0
67.7,69.2,67.7,28.9,0.0
68.2,69.7,68.2,29.0,0.0
68.8,70.3,68.8,29.2,0.0
69.3,70.8,69.3,29.3,0.0
69.8,71.3,69.8,29.5,0.0
70.3,71.8,70.3,29.7,0.0
70.8,72.3,70.8,30.0,0.0
71.2,72.7,71.2,30.2,0.0
71.5,73.1,71.5,30.4,0.0
71.8,73.4,71.8,30.7,0.0
72.0,73.6,72.0,30.9,0.0
72.1,73.7,72.1,31.2,0.0
72.2,73.8,72.2,31.4,0.0
72.2,73.8,72.2,31.7,0.0
72.2,73.7,72.2,31.9,0.0
72.1,73.7,72.1,32.1,0.0
72.0,73.6,72.0,32.4,0.0
71.9,73.5,71.9,32.6,0.0
71.8,73.3,71.8,32.8,0.0
71.6,73.2,71.6,33.0,0.0
71.4,73.0,71.4,33.1,0.0
71.2,72.8,71.2,33.3,0.0
71.0,72.5,71.0,33.4,0.0
70.7,72.2,70.7,33.5,0.0
70.4,71.9,70.4,33.6,0.0
70.1,71.6,70.1,33.7,0.0
69.8,71.3,69.8,33.7,0.0
69.5,71.0,69.5,33.8,0.0
69.3,70.8,69.3,33.8,0.0
69.0,70.5,69.0,33.8,0.0
68.8,70.3,68.8,33.8,0.0
68.6,70.1,68.6,33.7,0.0
68.4,69.9,68.4,33.7,0.0
68.2,69.7,68.2,33.6,0.0
68.0,69.5,68.0,33.5,0.0
67.7,69.2,67.7,33.4,0.0
67.5,69.0,67.5,33.3,0.0
67.3,68.7,67.3,33.2,0.0
67.0,68.5,67.0,33.1,0.0
66.8,68.3,66.8,32.9,0.0
66.6,68.0,66.6,32.8,0.0
66.4,67.8,66.4,32.6,0.0
66.2,67.7,66.2,32.4,0.0
66.1,67.5,66.1,32.2,0.0
65.9,67.4,65.9,32.0,0.0
65.8,67.3,65.8,31.8,0.0
65.8,67.2,65.8,31.6,0.0
65.8,67.2,65.8,31.4,0.0
65.8,67.3,65.8,31.2,0.0
66.0,67.4,66.0,30.9,0.0
66.3,67.7,66.3,30.7,0.0
66.8,68.2,66.8,30.5,0.0
67.3,68.8,67.3,30.2,0.0
68.0,69.5,68.0,30.0,0.0
68.8,70.3,68.8,29.7,0.0
69.5,71.0,69.5,29.5,0.0
70.0,71.6,70.0,29.3,0.0
70.5,72.0,70.5,29.1,0.0
70.7,72.2,70.7,28.8,0.0
70.7,72.2,70.7,28.6,0.0
70.6,72.1,70.6,28.4,0.0
70.4,71.9,70.4,28.2,0.0
70.2,71.8,70.2,28.0,0.0
70.1,71.7,70.1,27.8,0.0
70.1,71.7,70.1,27.7,0.0
70.2,71.8,70.2,27.5,0.0
70.4,71.9,70.4,27.4,0.0
70.5,72.1,70.5,27.2,0.0
70.7,72.2,70.7,27.1,0.0
70.7,72.2,70.7,27.0,0.0
70.7,72.2,70.7,26.9,0.0
70.5,72.1,70.5,26.9,0.0
70.3,71.9,70.3,26.8,0.0
70.0,71.5,70.0,26.7,0.0
69.6,71.2,69.6,26.7,0.0
69.2,70.7,69.2,26.7,0.0
68.7,70.2,68.7,26.6,0.0
68.2,69.6,68.2,26.6,0.0
67.6,69.1,67.6,26.6,0.0
67.1,68.6,67.1,26.6,0.0
66.7,68.2,66.7,26.6,0.0
66.4,67.8,66.4,26.6,0.0
66.2,67.6,66.2,26.5,0.0
66.1,67.5,66.1,26.5,0.0
66.1,67.5,66.1,26.5,0.0
66.1,67.5,66.1,26.5,0.0
66.1,67.6,66.1,26.5,0.0
66.1,67.6,66.1,26.5,0.0
66.1,67.5,66.1,26.4,0.0
66.0,67.4,66.0,26.4,0.0
65.9,67.3,65.9,26.4,0.0
65.8,67.2,65.8,26.3,0.0
65.7,67.1,65.7,26.2,0.0
65.6,67.1,65.6,26.2,0.0
65.6,67.1,65.6,26.1,0.0
65.7,67.1,65.7,26.0,0.0
65.7,67.1,65.7,25.9,0.0
65.7,67.1,65.7,25.8,0.0
65.6,67.0,65.6,25.7,0.0
65.4,66.9,65.4,25.5,0.0
65.2,66.6,65.2,25.4,0.0
64.9,66.3,64.9,25.3,0.0
64.5,65.9,64.5,25.2,0.0
64.2,65.6,64.2,25.0,0.0
63.8,65.2,63.8,24.9,0.0
63.5,64.9,63.5,24.8,0.0
63.3,64.7,63.3,24.6,0.0
63.1,64.5,63.1,24.5,0.0
63.0,64.3,63.0,24.4,0.0
62.9,64.2,62.9,24.3,0.0
62.8,64.1,62.8,24.2,0.0
62.6,64.0,62.6,24.1,0.0
62.5,63.8,62.5,24.0,0.0
62.3,63.6,62.3,23.9,0.0
62.1,63.4,62.1,23.8,0.0
61.9,63.2,61.9,23.8,0.0
61.7,63.1,61.7,23.7,0.0
61.6,62.9,61.6,23.7,0.0
61.5,62.9,61.5,23.6,0.0
61.5,62.9,61.5,23.6,0.0
61.5,62.9,61.5,23.6,0.0
61.6,62.9,61.6,23.6,0.0
61.6,62.9,61.6,23.6,0.0
61.6,63.0,61.6,23.6,0.0
61.6,63.0,61.6,23.6,0.0
61.6,63.0,61.6,23.7,0.0
61.7,63.0,61.7,23.7,0.0
61.7,63.1,61.7,23.7,0.0
61.8,63.2,61.8,23.8,0.0
62.1,63.4,62.1,23.8,0.0
62.4,63.7,62.4,23.9,0.0
62.8,64.1,62.8,24.0,0.0
63.2,64.6,63.2,24.0,0.0
63.7,65.0,63.7,24.1,0.0
64.1,65.5,64.1,24.2,0.0
64.5,65.9,64.5,24.3,0.0
64.8,66.2,64.8,24.3,0.0
65.1,66.5,65.1,24.4,0.0
65.4,66.8,65.4,24.5,0.0
65.7,67.2,65.7,24.6,0.0
66.1,67.6,66.1,24.7,0.0
66.6,68.0,66.6,24.7,0.0
67.2,68.7,67.2,24.8,0.0
67.9,69.4,67.9,24.9,0.0
68.7,70.2,68.7,25.0,0.0
69.5,71.0,69.5,25.0,0.0
70.3,71.8,70.3,25.1,0.0
71.1,72.6,71.1,25.1,0.0
71.8,73.3,71.8,25.2,0.0
72.4,74.0,72.4,25.2,0.0
73.0,74.6,73.0,25.3,0.0
73.6,75.2,73.6,25.3,0.0
74.2,75.8,74.2,25.3,0.0
74.7,76.3,74.7,25.3,0.1
75.3,76.9,75.3,25.3,0.1
75.9,77.5,75.9,25.3,0.2
76.5,78.1,76.5,25.3,0.3
77.0,78.7,77.0,25.3,0.4
77.6,79.2,77.6,25.3,0.5
78.0,79.7,78.0,25.2,0.7
78.4,80.1,78.4,25.1,0.9
78.8,80.5,78.8,25.1,1.1
79.0,80.7,79.0,25.0,1.3
79.3,81.0,79.3,24.9,1.6
79.4,81.1,79.4,24.7,1.8
79.6,81.3,79.6,24.6,2.1
79.6,81.4,79.6,24.4,2.5
79.7,81.4,79.7,24.3,2.8
79.7,81.4,79.7,24.1,3.2
79.7,81.5,79.7,23.9,3.6
79.7,81.4,79.7,23.7,3.9
79.7,81.4,79.7,23.6,4.3
79.7,81.4,79.7,23.4,4.7
79.7,81.4,79.7,23.2,5.1
79.7,81.4,79.7,23.0,5.5
79.7,81.4,79.7,22.8,5.9
79.7,81.4,79.7,22.6,6.3
79.7,81.5,79.7,22.5,6.7
79.7,81.5,79.7,22.3,7.0
79.8,81.5,79.8,22.1,7.3
79.8,81.5,79.8,22.0,7.7
79.8,81.5,79.8,21.9,8.0
79.8,81.5,79.8,21.8,8.3
79.8,81.5,79.8,21.7,8.6
79.8,81.5,79.8,21.6,8.9
79.7,81.4,79.7,21.5,9.1
79.7,81.4,79.7,21.5,9.4
79.6,81.3,79.6,21.5,9.6
79.5,81.2,79.5,21.5,9.9
79.4,81.1,79.4,21.5,10.1
79.3,81.0,79.3,21.6,10.3
79.2,80.9,79.2,21.7,10.5
79.1,80.8,79.1,21.8,10.6
79.0,80.7,79.0,21.9,10.8
78.9,80.6,78.9,22.0,10.9
78.8,80.5,78.8,22.2,11.1
78.6,80.3,78.6,22.3,11.2
78.5,80.2,78.5,22.5,11.3
78.4,80.1,78.4,22.7,11.5
78.3,80.0,78.3,22.9,11.6
78.1,79.8,78.1,23.1,11.7
78.1,79.7,78.1,23.3,11.7
78.0,79.7,78.0,23.5,11.8
77.9,79.6,77.9,23.7,11.9
77.9,79.6,77.9,23.9,11.9
77.8,79.5,77.8,24.1,12.0
77.8,79.5,77.8,24.3,12.0
77.9,79.5,77.9,24.5,12.1
77.9,79.6,77.9,24.6,12.1
77.9,79.6,77.9,24.8,12.1
78.0,79.7,78.0,24.9,12.1
78.0,79.7,78.0,25.0,12.1
78.0,79.7,78.0,25.1,12.1
77.9,79.6,77.9,25.2,12.0
77.8,79.5,77.8,25.2,12.0
77.6,79.3,77.6,25.3,11.9
77.5,79.1,77.5,25.3,11.9
77.3,79.0,77.3,25.2,11.8
77.2,78.9,77.2,25.2,11.7
77.2,78.8,77.2,25.1,11.6
77.2,78.9,77.2,25.0,11.5
77.4,79.0,77.4,24.9,11.4
77.5,79.2,77.5,24.8,11.3
77.7,79.4,77.7,24.7,11.2
77.9,79.5,77.9,24.5,11.0
77.9,79.6,77.9,24.4,10.9
77.9,79.6,77.9,24.2,10.7
77.9,79.6,77.9,24.0,10.6
77.8,79.5,77.8,23.8,10.4
77.7,79.4,77.7,23.5,10.2
77.6,79.2,77.6,23.3,10.1
77.5,79.2,77.5,23.1,9.9
77.5,79.2,77.5,22.8,9.6
77.5,79.2,77.5,22.6,9.4
77.6,79.3,77.6,22.3,9.2
77.7,79.4,77.7,22.0,8.9
77.8,79.5,77.8,21.7,8.7
78.0,79.7,78.0,21.4,8.4
78.1,79.8,78.1,21.2,8.1
78.2,79.9,78.2,20.9,7.8
78.4,80.1,78.4,20.6,7.4
78.4,80.1,78.4,20.3,7.1
78.5,80.2,78.5,20.0,6.8
78.5,80.2,78.5,19.7,6.4
78.5,80.2,78.5,19.5,6.0
78.4,80.1,78.4,19.2,5.6
78.3,80.0,78.3,18.9,5.3
78.2,79.9,78.2,18.7,4.9
78.1,79.8,78.1,18.4,4.5
78.0,79.7,78.0,18.2,4.1
78.0,79.7,78.0,18.0,3.7
78.0,79.7,78.0,17.8,3.3
78.1,79.8,78.1,17.6,2.9
78.1,79.8,78.1,17.5,2.6
78.2,79.9,78.2,17.3,2.2
78.3,80.0,78.3,17.2,1.9
78.3,80.0,78.3,17.1,1.6
78.4,80.1,78.4,17.0,1.3
78.4,80.1,78.4,16.9,1.0
78.4,80.1,78.4,16.9,0.7
78.4,80.1,78.4,16.8,0.5
78.3,80.0,78.3,16.8,0.4
78.3,80.0,78.3,16.8,0.2
78.3,80.0,78.3,16.9,0.1
78.2,79.9,78.2,16.9,0.0
78.2,79.9,78.2,17.0,0.0
78.1,79.8,78.1,17.1,0.0
78.0,79.7,78.0,17.2,0.0
78.0,79.7,78.0,17.4,0.0
77.9,79.6,77.9,17.5,0.0
77.9,79.6,77.9,17.7,0.0
77.9,79.5,77.9,17.8,0.0
77.8,79.5,77.8,18.0,0.0
77.8,79.5,77.8,18.2,0.0
77.8,79.5,77.8,18.4,0.0
77.8,79.5,77.8,18.6,0.0
77.9,79.6,77.9,18.8,0.0
78.0,79.7,78.0,19.0,0.0
78.2,79.8,78.2,19.2,0.0
78.4,80.1,78.4,19.4,0.0
78.7,80.4,78.7,19.7,0.0
79.0,80.8,79.0,19.9,0.0
79.5,81.2,79.5,20.1,0.0
79.9,81.6,79.9,20.3,0.0
80.3,82.1,80.3,20.5,0.0
80.8,82.5,80.8,20.6,0.0
81.2,82.9,81.2,20.8,0.0
81.6,83.3,81.6,21.0,0.0
82.0,83.7,82.0,21.1,0.0
82.4,84.1,82.4,21.3,0.0
82.8,84.6,82.8,21.4,0.0
83.3,85.1,83.3,21.5,0.0
83.8,85.6,83.8,21.6,0.0
84.4,86.2,84.4,21.7,0.0
84.9,86.7,84.9,21.8,0.0
85.4,87.2,85.4,21.8,0.0
85.8,87.7,85.8,21.9,0.0
86.1,88.0,86.1,21.9,0.0
86.3,88.2,86.3,21.9,0.0
86.4,88.2,86.4,21.9,0.0
86.3,88.2,86.3,21.8,0.0
86.2,88.0,86.2,21.8,0.0
86.0,87.8,86.0,21.7,0.0
85.7,87.6,85.7,21.6,0.0
85.4,87.3,85.4,21.5,0.0
85.2,87.0,85.2,21.4,0.0
84.8,86.7,84.8,21.3,0.0
84.5,86.4,84.5,21.1,0.0
84.2,86.0,84.2,20.9,0.0
83.8,85.6,83.8,20.7,0.0
83.5,85.3,83.5,20.5,0.0
83.1,84.9,83.1,20.3,0.0
82.7,84.5,82.7,20.1,0.0
82.4,84.1,82.4,19.8,0.0
82.0,83.8,82.0,19.6,0.0
81.6,83.4,81.6,19.3,0.0
81.2,83.0,81.2,19.0,0.0
80.8,82.6,80.8,18.8,0.0
80.5,82.2,80.5,18.5,0.0
80.1,81.8,80.1,18.2,0.0
79.8,81.5,79.8,18.0,0.0
79.4,81.1,79.4,17.7,0.0
79.1,80.8,79.1,17.4,0.0
78.8,80.5,78.8,17.2,0.0
78.5,80.2,78.5,17.0,0.0
78.2,79.9,78.2,16.7,0.0
77.9,79.6,77.9,16.5,0.0
77.6,79.3,77.6,16.3,0.0
77.4,79.0,77.4,16.2,0.0
77.1,78.8,77.1,16.0,0.0
76.8,78.5,76.8,15.9,0.0
76.6,78.2,76.6,15.7,0.0
76.3,78.0,76.3,15.6,0.0
76.1,77.7,76.1,15.5,0.0
75.9,77.5,75.9,15.5,0.0
75.7,77.4,75.7,15.4,0.0
75.7,77.3,75.7,15.4,0.0
75.7,77.3,75.7,15.3,0.0
75.9,77.5,75.9,15.3,0.0
76.2,77.8,76.2,15.4,0.0
76.7,78.3,76.7,15.4,0.0
77.3,79.0,77.3,15.4,0.0
77.9,79.6,77.9,15.5,0.0
78.5,80.2,78.5,15.5,0.0
79.0,80.7,79.0,15.6,0.0
79.3,81.1,79.3,15.6,0.0
79.4,81.1,79.4,15.7,0.0
79.3,81.0,79.3,15.8,0.0
79.1,80.8,79.1,15.9,0.0
78.7,80.4,78.7,16.0,0.0
78.4,80.1,78.4,16.1,0.0
78.2,79.9,78.2,16.2,0.0
78.0,79.7,78.0,16.3,0.0
78.0,79.7,78.0,16.4,0.0
78.0,79.7,78.0,16.5,0.0
78.0,79.7,78.0,16.6,0.0
78.0,79.7,78.0,16.7,0.0
78.0,79.7,78.0,16.8,0.0
77.8,79.5,77.8,16.9,0.0
77.6,79.2,77.6,17.0,0.0
77.2,78.9,77.2,17.1,0.0
76.8,78.4,76.8,17.1,0.0
76.3,77.9,76.3,17.2,0.0
75.7,77.4,75.7,17.3,0.0
75.1,76.7,75.1,17.4,0.0
74.5,76.1,74.5,17.4,0.0
73.8,75.4,73.8,17.5,0.0
73.3,74.9,73.3,17.6,0.0
72.8,74.4,72.8,17.6,0.0
72.5,74.0,72.5,17.7,0.0
72.3,73.8,72.3,17.7,0.0
72.2,73.8,72.2,17.8,0.0
72.2,73.8,72.2,17.8,0.0
72.3,73.8,72.3,17.9,0.0
72.3,73.9,72.3,17.9,0.0
72.4,73.9,72.4,18.0,0.0
72.3,73.9,72.3,18.0,0.0
72.2,73.8,72.2,18.1,0.0
72.1,73.7,72.1,18.1,0.0
71.9,73.5,71.9,18.2,0.0
71.8,73.4,71.8,18.2,0.0
71.7,73.2,71.7,18.3,0.0
71.6,73.1,71.6,18.3,0.0
71.5,73.1,71.5,18.4,0.0
71.5,73.0,71.5,18.4,0.0
71.4,72.9,71.4,18.5,0.0
71.3,72.8,71.3,18.5,0.0
71.1,72.6,71.1,18.6,0.0
70.8,72.3,70.8,18.6,0.0
70.5,72.0,70.5,18.7,0.0
70.1,71.6,70.1,18.7,0.0
69.7,71.2,69.7,18.8,0.0
69.4,70.9,69.4,18.8,0.0
69.0,70.5,69.0,18.9,0.0
68.7,70.2,68.7,18.9,0.0
68.5,70.0,68.5,19.0,0.0
68.3,69.8,68.3,19.0,0.0
68.1,69.6,68.1,19.1,0.0
68.0,69.4,68.0,19.1,0.0
67.8,69.2,67.8,19.2,0.0
67.6,69.0,67.6,19.2,0.0
67.3,68.8,67.3,19.3,0.0
67.1,68.6,67.1,19.3,0.0
66.9,68.4,66.9,19.4,0.0
66.8,68.2,66.8,19.4,0.0
66.6,68.1,66.6,19.5,0.0
66.6,68.0,66.6,19.5,0.0
66.5,68.0,66.5,19.5,0.0
66.5,68.0,66.5,19.6,0.0
66.6,68.0,66.6,19.6,0.0
66.6,68.0,66.6,19.7,0.0
66.6,68.0,66.6,19.7,0.0
66.6,68.0,66.6,19.7,0.0
66.6,68.0,66.6,19.8,0.0
66.6,68.1,66.6,19.8,0.0
66.7,68.1,66.7,19.8,0.0
66.8,68.2,66.8,19.8,0.0
67.0,68.4,67.0,19.9,0.0
67.3,68.7,67.3,19.9,0.0
67.7,69.1,67.7,19.9,0.0
68.1,69.6,68.1,19.9,0.0
68.5,70.0,68.5,19.9,0.0
69.0,70.5,69.0,19.9,0.0
69.4,70.9,69.4,19.9,0.0
69.7,71.2,69.7,19.8,0.0
70.1,71.6,70.1,19.8,0.0
70.4,71.9,70.4,19.8,0.0
70.8,72.3,70.8,19.7,0.0
71.2,72.7,71.2,19.7,0.0
71.7,73.3,71.7,19.6,0.0
72.4,73.9,72.4,19.6,0.0
73.1,74.7,73.1,19.5,0.0
73.9,75.5,73.9,19.5,0.0
74.7,76.4,74.7,19.4,0.0
75.6,77.2,75.6,19.3,0.0
76.4,78.0,76.4,19.2,0.0
77.1,78.8,77.1,19.2,0.0
77.9,79.6,77.9,19.1,0.0
78.6,80.3,78.6,19.0,0.0
79.2,80.9,79.2,19.0,0.0
79.9,81.6,79.9,18.9,0.0
80.5,82.2,80.5,18.9,0.1
81.1,82.9,81.1,18.8,0.2
81.7,83.5,81.7,18.8,0.3
82.3,84.1,82.3,18.7,0.4
82.9,84.7,82.9,18.7,0.6
83.4,85.2,83.4,18.7,0.8
83.8,85.6,83.8,18.7,1.0
84.1,86.0,84.1,18.7,1.2
84.4,86.2,84.4,18.8,1.5
84.6,86.4,84.6,18.8,1.8
84.7,86.5,84.7,18.9,2.2
84.7,86.6,84.7,19.0,2.5
84.7,86.6,84.7,19.1,3.0
84.7,86.5,84.7,19.2,3.4
84.6,86.4,84.6,19.3,3.9
84.4,86.2,84.4,19.5,4.4
84.3,86.1,84.3,19.6,4.9
84.1,85.9,84.1,19.8,5.5
83.9,85.7,83.9,20.0,6.0
83.6,85.5,83.6,20.2,6.6
83.4,85.2,83.4,20.4,7.1
83.2,85.0,83.2,20.6,7.7
83.0,84.8,83.0,20.8,8.3
82.8,84.6,82.8,21.0,8.8
82.6,84.4,82.6,21.2,9.3
82.4,84.2,82.4,21.4,9.9
82.3,84.0,82.3,21.6,10.4
82.1,83.9,82.1,21.8,10.9
81.9,83.7,81.9,22.0,11.3
81.8,83.5,81.8,22.1,11.8
81.6,83.4,81.6,22.3,12.2
81.4,83.2,81.4,22.4,12.6
81.2,83.0,81.2,22.6,13.0
81.0,82.8,81.0,22.7,13.3
80.9,82.6,80.9,22.8,13.7
80.7,82.4,80.7,22.8,13.9
