gen_0_5,gen_1_0,gen_2_1,gen_5_2,gen_5_3,gen_7_4
79.0,80.7,79.0,13.2,5.2,3.4
79.0,80.7,79.0,13.3,5.2,3.7
78.9,80.7,78.9,13.4,5.4,4.0
78.8,80.5,78.8,13.4,5.8,4.3
78.5,80.2,78.5,13.6,6.6,4.6
78.1,79.8,78.1,13.6,7.8,5.0
77.5,79.2,77.5,13.7,9.4,5.5
76.8,78.5,76.8,13.7,11.2,6.1
76.2,77.8,76.2,13.8,12.9,6.7
75.7,77.4,75.7,13.9,14.1,7.1
75.6,77.3,75.6,13.9,14.5,7.4
75.8,77.5,75.8,13.9,14.2,7.4
76.2,77.8,76.2,14.0,13.5,7.4
76.7,78.4,76.7,14.0,12.4,7.2
77.2,78.9,77.2,14.0,11.3,7.0
77.6,79.3,77.6,13.9,10.4,6.8
77.8,79.5,77.8,14.0,10.0,6.8
77.7,79.4,77.7,13.9,10.3,7.1
77.2,78.9,77.2,13.8,11.4,7.7
76.4,78.1,76.4,13.8,13.3,8.5
75.5,77.1,75.5,13.7,15.4,9.5
74.5,76.1,74.5,13.6,17.5,10.6
73.7,75.3,73.7,13.5,19.2,11.6
73.0,74.6,73.0,13.4,20.6,12.5
72.5,74.1,72.5,13.3,21.7,13.1
72.3,73.8,72.3,13.2,22.5,13.5
72.2,73.8,72.2,13.1,22.9,13.3
72.4,74.0,72.4,13.0,23.0,12.9
72.8,74.4,72.8,12.9,22.7,12.4
73.4,75.0,73.4,12.8,21.8,11.8
74.1,75.7,74.1,12.7,20.3,11.4
74.9,76.5,74.9,12.6,18.5,11.1
75.7,77.3,75.7,12.5,16.9,10.8
76.3,78.0,76.3,12.5,15.9,10.3
76.7,78.4,76.7,12.4,15.9,9.6
76.8,78.5,76.8,12.4,16.8,9.0
76.7,78.3,76.7,12.3,18.1,8.6
76.3,78.0,76.3,12.3,19.4,8.9
75.8,77.4,75.8,12.2,20.4,10.1
75.3,76.9,75.3,12.2,21.1,11.6
74.9,76.5,74.9,12.3,21.3,12.9
74.9,76.5,74.9,12.3,21.0,13.5
75.3,76.9,75.3,12.4,20.2,13.1
75.9,77.6,75.9,12.4,19.2,12.0
76.5,78.2,76.5,12.5,18.2,10.7
76.9,78.5,76.9,12.6,17.7,9.8
76.7,78.4,76.7,12.7,17.9,9.6
76.3,78.0,76.3,12.9,18.4,10.1
75.9,77.5,75.9,13.0,19.0,10.6
75.7,77.3,75.7,13.1,19.4,11.0
75.9,77.5,75.9,13.3,19.1,10.9
76.3,77.9,76.3,13.4,18.6,10.6
76.6,78.3,76.6,13.6,18.2,10.3
76.8,78.5,76.8,13.8,18.0,10.1
76.6,78.3,76.6,14.0,18.4,10.3
76.2,77.9,76.2,14.1,19.0,10.7
75.8,77.5,75.8,14.3,19.4,11.0
75.6,77.2,75.6,14.4,19.4,11.2
75.6,77.3,75.6,14.6,18.8,11.0
75.9,77.5,75.9,14.8,17.8,10.5
76.2,77.9,76.2,14.9,16.8,10.0
76.5,78.1,76.5,15.0,16.0,9.6
76.6,78.3,76.6,15.1,15.7,9.3
76.7,78.3,76.7,15.2,15.6,9.0
76.8,78.5,76.8,15.2,15.4,8.7
77.2,78.9,77.2,15.3,14.7,8.3
77.8,79.5,77.8,15.3,13.5,7.8
78.5,80.2,78.5,15.3,12.0,7.2
79.1,80.8,79.1,15.3,10.8,6.6
79.4,81.2,79.4,15.2,10.2,6.2
79.4,81.2,79.4,15.2,10.3,6.0
79.2,81.0,79.2,15.1,10.8,5.9
79.0,80.7,79.0,15.0,11.1,5.8
78.9,80.7,78.9,14.9,11.0,5.7
79.1,80.8,79.1,14.7,10.2,5.6
79.3,81.0,79.3,14.6,8.9,5.4
79.7,81.4,79.7,14.5,7.6,5.0
80.0,81.7,80.0,14.3,6.4,4.6
80.3,82.0,80.3,14.2,5.5,4.1
80.6,82.3,80.6,14.1,4.8,3.6
80.8,82.6,80.8,14.0,4.3,3.1
81.0,82.8,81.0,13.8,4.0,2.7
81.2,83.0,81.2,13.7,3.6,2.3
81.4,83.2,81.4,13.6,3.3,2.0
81.6,83.4,81.6,13.5,3.0,1.8
81.8,83.6,81.8,13.4,2.6,1.5
82.0,83.8,82.0,13.3,2.1,1.3
82.2,84.0,82.2,13.3,1.7,1.0
82.4,84.2,82.4,13.2,1.3,0.8
82.5,84.3,82.5,13.2,0.9,0.5
82.7,84.5,82.7,13.2,0.6,0.3
82.7,84.5,82.7,13.2,0.3,0.2
82.8,84.6,82.8,13.3,0.2,0.1
82.8,84.6,82.8,13.3,0.1,0.0
82.8,84.6,82.8,13.3,0.0,0.0
82.8,84.6,82.8,13.4,0.0,0.0
82.8,84.6,82.8,13.5,0.0,0.0
82.7,84.5,82.7,13.5,0.0,0.0
82.7,84.5,82.7,13.6,0.0,0.0
82.7,84.5,82.7,13.7,0.0,0.0
82.8,84.5,82.8,13.8,0.0,0.0
82.8,84.5,82.8,13.9,0.0,0.0
82.8,84.6,82.8,14.0,0.0,0.0
82.8,84.6,82.8,14.1,0.1,0.0
82.9,84.7,82.9,14.3,0.1,0.0
83.0,84.8,83.0,14.4,0.1,0.0
83.1,84.9,83.1,14.4,0.1,0.0
83.4,85.2,83.4,14.5,0.1,0.0
83.6,85.5,83.6,14.7,0.1,0.0
84.0,85.8,84.0,14.7,0.0,0.0
84.4,86.3,84.4,14.8,0.0,0.0
84.9,86.8,84.9,14.9,0.0,0.0
85.4,87.3,85.4,14.9,0.0,0.0
85.9,87.8,85.9,15.0,0.0,0.0
86.4,88.3,86.4,15.0,0.0,0.0
86.9,88.8,86.9,15.0,0.0,0.0
87.4,89.3,87.4,15.0,0.0,0.0
87.8,89.7,87.8,15.0,0.0,0.0
88.3,90.2,88.3,15.0,0.0,0.0
88.8,90.7,88.8,14.9,0.0,0.0
89.3,91.3,89.3,14.9,0.0,0.0
89.9,91.9,89.9,14.9,0.0,0.0
90.5,92.5,90.5,14.8,0.0,0.0
91.1,93.1,91.1,14.7,0.0,0.0
91.7,93.6,91.7,14.6,0.0,0.0
92.1,94.1,92.1,14.6,0.0,0.0
92.4,94.4,92.4,14.5,0.0,0.0
92.6,94.6,92.6,14.5,0.0,0.0
92.6,94.7,92.6,14.4,0.0,0.0
92.6,94.6,92.6,14.3,0.0,0.0
92.4,94.4,92.4,14.3,0.0,0.0
92.2,94.2,92.2,14.2,0.0,0.0
91.9,93.9,91.9,14.1,0.0,0.0
91.5,93.5,91.5,14.1,0.0,0.0
91.2,93.1,91.2,14.0,0.0,0.0
90.8,92.7,90.8,14.0,0.0,0.0
90.3,92.3,90.3,14.0,0.0,0.0
89.9,91.8,89.9,14.0,0.0,0.0
89.4,91.3,89.4,14.0,0.0,0.0
88.9,90.8,88.9,14.0,0.0,0.0
88.4,90.3,88.4,14.1,0.0,0.0
87.9,89.8,87.9,14.1,0.0,0.0
87.3,89.2,87.3,14.1,0.0,0.0
86.8,88.6,86.8,14.2,0.0,0.0
86.2,88.1,86.2,14.2,0.0,0.0
85.6,87.5,85.6,14.4,0.0,0.0
85.1,86.9,85.1,14.4,0.0,0.0
84.5,86.4,84.5,14.5,0.0,0.0
84.0,85.8,84.0,14.6,0.0,0.0
83.4,85.2,83.4,14.7,0.0,0.0
82.9,84.7,82.9,14.8,0.0,0.0
82.4,84.2,82.4,14.9,0.0,0.0
81.9,83.7,81.9,15.0,0.0,0.0
81.4,83.2,81.4,15.1,0.0,0.0
81.0,82.7,81.0,15.2,0.0,0.0
80.5,82.3,80.5,15.3,0.0,0.0
80.1,81.8,80.1,15.4,0.0,0.0
79.6,81.4,79.6,15.4,0.0,0.0
79.2,80.9,79.2,15.5,0.0,0.0
78.8,80.5,78.8,15.6,0.0,0.0
78.4,80.1,78.4,15.7,0.0,0.0
78.0,79.7,78.0,15.8,0.0,0.0
77.6,79.3,77.6,15.9,0.0,0.0
77.3,79.0,77.3,15.9,0.0,0.0
77.1,78.7,77.1,16.0,0.0,0.0
76.9,78.6,76.9,16.0,0.0,0.0
76.8,78.5,76.8,16.1,0.0,0.0
76.9,78.6,76.9,16.1,0.0,0.0
77.2,78.8,77.2,16.1,0.0,0.0
77.6,79.3,77.6,16.1,0.0,0.0
78.1,79.8,78.1,16.2,0.0,0.0
78.7,80.4,78.7,16.2,0.0,0.0
79.2,81.0,79.2,16.3,0.0,0.0
79.7,81.4,79.7,16.3,0.0,0.0
79.9,81.7,79.9,16.3,0.0,0.0
80.0,81.7,80.0,16.3,0.0,0.0
79.8,81.5,79.8,16.3,0.0,0.0
79.5,81.2,79.5,16.4,0.0,0.0
79.1,80.8,79.1,16.4,0.0,0.0
78.7,80.4,78.7,16.5,0.0,0.0
78.4,80.1,78.4,16.5,0.0,0.0
78.2,79.9,78.2,16.6,0.0,0.0
78.1,79.8,78.1,16.6,0.0,0.0
78.0,79.7,78.0,16.7,0.0,0.0
78.0,79.6,78.0,16.7,0.0,0.0
77.9,79.6,77.9,16.8,0.0,0.0
77.7,79.4,77.7,16.9,0.0,0.0
77.5,79.2,77.5,17.0,0.0,0.0
77.1,78.8,77.1,17.1,0.0,0.0
