gen_0_5,gen_1_0,gen_2_1,gen_5_2,gen_5_3,gen_7_4
58.5,59.8,58.5,32.2,17.0,9.5
57.9,59.1,57.9,32.4,18.8,10.3
57.5,58.7,57.5,32.5,20.0,10.9
57.5,58.7,57.5,32.7,20.3,11.2
57.7,59.0,57.7,32.8,20.0,11.1
58.2,59.5,58.2,33.0,19.3,10.9
58.7,60.0,58.7,33.1,18.7,10.5
59.1,60.4,59.1,33.2,18.5,10.0
59.3,60.6,59.3,33.4,18.6,9.7
59.3,60.6,59.3,33.5,19.1,9.6
59.2,60.5,59.2,33.6,19.7,9.8
58.9,60.2,58.9,33.7,20.3,10.5
58.5,59.8,58.5,33.8,20.9,11.5
58.1,59.3,58.1,33.9,21.5,12.4
57.7,58.9,57.7,33.9,22.1,13.3
57.4,58.6,57.4,34.0,22.7,13.9
57.2,58.4,57.2,34.1,23.1,14.1
57.3,58.5,57.3,34.2,23.1,13.9
57.6,58.9,57.6,34.3,22.6,13.4
58.3,59.6,58.3,34.3,21.5,12.5
59.2,60.5,59.2,34.4,20.1,11.4
59.9,61.2,59.9,34.5,19.2,10.4
60.1,61.4,60.1,34.5,19.1,10.1
59.6,60.9,59.6,34.6,20.4,10.5
58.7,60.0,58.7,34.7,22.3,11.4
57.9,59.2,57.9,34.8,24.0,12.3
57.5,58.8,57.5,34.9,24.9,12.6
57.9,59.1,57.9,35.0,24.4,12.2
58.7,60.0,58.7,35.0,22.9,11.3
59.7,61.0,59.7,35.2,20.9,10.3
60.6,61.9,60.6,35.2,19.1,9.7
60.9,62.2,60.9,35.4,18.1,9.9
60.7,62.1,60.7,35.5,17.8,10.5
60.4,61.7,60.4,35.6,18.1,11.4
59.9,61.2,59.9,35.8,18.7,12.1
59.5,60.8,59.5,35.9,19.5,12.5
59.2,60.5,59.2,36.0,20.3,12.7
58.9,60.2,58.9,36.2,21.3,12.8
58.6,59.9,58.6,36.3,22.3,13.0
58.2,59.5,58.2,36.4,23.3,13.4
57.8,59.1,57.8,36.6,24.2,13.9
57.6,58.8,57.6,36.7,24.6,14.2
57.6,58.8,57.6,36.8,24.3,14.1
57.8,59.1,57.8,37.0,23.4,13.6
58.2,59.5,58.2,37.1,21.9,12.8
58.6,59.9,58.6,37.2,20.3,11.9
58.7,60.0,58.7,37.3,19.0,11.2
58.5,59.8,58.5,37.4,18.2,10.8
58.1,59.4,58.1,37.5,17.8,10.6
57.6,58.9,57.6,37.5,17.6,10.5
57.3,58.5,57.3,37.6,17.2,10.3
57.2,58.4,57.2,37.6,16.5,9.9
57.2,58.4,57.2,37.6,15.6,9.3
57.3,58.5,57.3,37.6,14.8,8.7
57.3,58.5,57.3,37.6,14.2,8.1
57.2,58.5,57.2,37.5,13.9,7.7
57.1,58.4,57.1,37.5,13.8,7.4
57.0,58.2,57.0,37.4,13.7,7.1
56.9,58.2,56.9,37.3,13.4,6.9
56.9,58.2,56.9,37.2,12.9,6.8
57.0,58.2,57.0,37.1,12.2,6.6
57.0,58.2,57.0,37.0,11.5,6.4
57.0,58.2,57.0,36.9,10.8,6.2
57.0,58.2,57.0,36.8,10.2,5.9
56.9,58.1,56.9,36.6,9.6,5.6
56.9,58.1,56.9,36.5,8.9,5.2
56.9,58.1,56.9,36.3,8.3,4.9
57.0,58.2,57.0,36.2,7.6,4.6
57.1,58.4,57.1,36.1,6.8,4.2
57.3,58.6,57.3,35.9,6.0,3.8
57.6,58.9,57.6,35.8,5.2,3.3
57.9,59.2,57.9,35.7,4.4,2.8
58.3,59.5,58.3,35.6,3.6,2.3
58.5,59.8,58.5,35.5,3.0,1.8
58.7,59.9,58.7,35.5,2.3,1.4
58.8,60.0,58.8,35.4,1.8,1.1
58.8,60.1,58.8,35.4,1.3,0.8
58.8,60.0,58.8,35.4,1.0,0.6
58.7,60.0,58.7,35.4,0.7,0.5
58.6,59.9,58.6,35.4,0.5,0.3
58.5,59.8,58.5,35.5,0.3,0.2
58.4,59.7,58.4,35.5,0.2,0.1
58.4,59.6,58.4,35.6,0.1,0.1
58.3,59.5,58.3,35.7,0.0,0.0
58.2,59.4,58.2,35.9,0.0,0.0
58.1,59.3,58.1,36.0,0.0,0.0
57.9,59.2,57.9,36.2,0.0,0.0
57.8,59.1,57.8,36.4,0.0,0.0
57.7,59.0,57.7,36.6,0.0,0.0
57.6,58.9,57.6,36.7,0.0,0.0
57.6,58.8,57.6,36.9,0.0,0.0
57.5,58.8,57.5,37.2,0.0,0.0
57.5,58.7,57.5,37.4,0.0,0.0
57.5,58.8,57.5,37.6,0.1,0.0
57.6,58.8,57.6,37.9,0.1,0.0
57.7,59.0,57.7,38.1,0.1,0.0
57.9,59.1,57.9,38.3,0.1,0.0
58.1,59.4,58.1,38.6,0.0,0.0
58.4,59.6,58.4,38.8,0.0,0.0
58.7,60.0,58.7,39.1,0.0,0.0
59.0,60.3,59.0,39.3,0.0,0.0
59.4,60.7,59.4,39.5,0.0,0.0
59.8,61.1,59.8,39.8,0.0,0.0
60.3,61.6,60.3,40.0,0.0,0.0
60.7,62.0,60.7,40.2,0.0,0.0
61.1,62.5,61.1,40.4,0.0,0.0
61.6,62.9,61.6,40.6,0.0,0.0
62.0,63.4,62.0,40.8,0.0,0.0
62.5,63.8,62.5,40.9,0.0,0.0
62.9,64.3,62.9,41.1,0.0,0.0
63.4,64.8,63.4,41.2,0.0,0.0
63.8,65.2,63.8,41.4,0.0,0.0
64.2,65.6,64.2,41.5,0.0,0.0
64.6,66.0,64.6,41.6,0.0,0.0
64.9,66.3,64.9,41.7,0.0,0.0
65.2,66.6,65.2,41.8,0.0,0.0
65.4,66.8,65.4,41.8,0.0,0.0
65.5,66.9,65.5,41.9,0.0,0.0
65.6,67.0,65.6,41.9,0.0,0.0
65.6,67.0,65.6,41.9,0.0,0.0
65.6,67.0,65.6,41.9,0.0,0.0
65.6,67.0,65.6,41.9,0.0,0.0
65.5,66.9,65.5,41.9,0.0,0.0
65.5,66.9,65.5,41.8,0.0,0.0
65.4,66.8,65.4,41.7,0.0,0.0
65.3,66.7,65.3,41.6,0.0,0.0
65.1,66.5,65.1,41.5,0.0,0.0
65.0,66.4,65.0,41.4,0.0,0.0
64.8,66.2,64.8,41.2,0.0,0.0
64.5,65.9,64.5,41.1,0.0,0.0
64.3,65.7,64.3,40.9,0.0,0.0
64.1,65.5,64.1,40.7,0.0,0.0
63.8,65.2,63.8,40.5,0.0,0.0
63.6,65.0,63.6,40.3,0.0,0.0
63.4,64.8,63.4,40.1,0.0,0.0
63.2,64.6,63.2,39.8,0.0,0.0
63.1,64.4,63.1,39.6,0.0,0.0
62.9,64.3,62.9,39.4,0.0,0.0
62.7,64.1,62.7,39.2,0.0,0.0
62.5,63.9,62.5,39.0,0.0,0.0
62.4,63.7,62.4,38.8,0.0,0.0
62.1,63.5,62.1,38.6,0.0,0.0
61.9,63.3,61.9,38.4,0.0,0.0
61.7,63.0,61.7,38.2,0.0,0.0
61.4,62.8,61.4,38.1,0.0,0.0
61.2,62.5,61.2,38.0,0.0,0.0
60.9,62.3,60.9,37.9,0.0,0.0
60.7,62.0,60.7,37.9,0.0,0.0
60.5,61.8,60.5,37.8,0.0,0.0
60.3,61.6,60.3,37.8,0.0,0.0
60.1,61.4,60.1,37.8,0.0,0.0
59.9,61.2,59.9,37.9,0.0,0.0
59.7,61.0,59.7,38.0,0.0,0.0
59.6,60.9,59.6,38.1,0.0,0.0
59.5,60.8,59.5,38.3,0.0,0.0
59.5,60.8,59.5,38.4,0.0,0.0
59.7,61.0,59.7,38.6,0.0,0.0
59.9,61.2,59.9,38.9,0.0,0.0
60.4,61.7,60.4,39.1,0.0,0.0
60.9,62.2,60.9,39.3,0.0,0.0
61.4,62.7,61.4,39.6,0.0,0.0
61.9,63.2,61.9,39.9,0.0,0.0
62.3,63.6,62.3,40.1,0.0,0.0
62.5,63.9,62.5,40.4,0.0,0.0
62.6,63.9,62.6,40.7,0.0,0.0
62.4,63.8,62.4,41.0,0.0,0.0
62.2,63.5,62.2,41.2,0.0,0.0
61.9,63.2,61.9,41.5,0.0,0.0
61.6,62.9,61.6,41.7,0.0,0.0
61.4,62.7,61.4,42.0,0.0,0.0
61.3,62.6,61.3,42.2,0.0,0.0
61.3,62.6,61.3,42.4,0.0,0.0
61.3,62.6,61.3,42.6,0.0,0.0
61.4,62.7,61.4,42.7,0.0,0.0
61.4,62.8,61.4,42.9,0.0,0.0
61.4,62.8,61.4,43.0,0.0,0.0
61.4,62.7,61.4,43.1,0.0,0.0
61.2,62.6,61.2,43.1,0.0,0.0
61.0,62.4,61.0,43.1,0.0,0.0
60.8,62.1,60.8,43.1,0.0,0.0
60.4,61.7,60.4,43.1,0.0,0.0
60.0,61.3,60.0,43.1,0.0,0.0
59.6,60.9,59.6,43.0,0.0,0.0
59.1,60.4,59.1,42.9,0.0,0.0
58.7,60.0,58.7,42.8,0.0,0.0
58.3,59.6,58.3,42.7,0.0,0.0
58.0,59.2,58.0,42.6,0.0,0.0
57.7,59.0,57.7,42.4,0.0,0.0
57.6,58.9,57.6,42.3,0.0,0.0
57.6,58.9,57.6,42.1,0.0,0.0
57.7,59.0,57.7,41.9,0.0,0.0
57.8,59.1,57.8,41.7,0.0,0.0
58.0,59.2,58.0,41.5,0.0,0.0
58.1,59.3,58.1,41.3,0.0,0.0
58.1,59.4,58.1,41.1,0.0,0.0
58.2,59.4,58.2,40.9,0.0,0.0
58.2,59.4,58.2,40.7,0.0,0.0
58.2,59.4,58.2,40.4,0.0,0.0
58.2,59.5,58.2,40.2,0.0,0.0
58.2,59.5,58.2,40.0,0.0,0.0
58.3,59.6,58.3,39.8,0.0,0.0
58.4,59.7,58.4,39.6,0.0,0.0
58.5,59.8,58.5,39.4,0.0,0.0
58.6,59.9,58.6,39.2,0.0,0.0
58.6,59.9,58.6,39.0,0.0,0.0
58.6,59.9,58.6,38.8,0.0,0.0
58.4,59.7,58.4,38.6,0.0,0.0
58.2,59.5,58.2,38.4,0.0,0.0
58.0,59.2,58.0,38.2,0.0,0.0
57.7,58.9,57.7,38.1,0.0,0.0
57.4,58.7,57.4,37.9,0.0,0.0
57.2,58.4,57.2,37.8,0.0,0.0
57.1,58.3,57.1,37.6,0.0,0.0
57.0,58.2,57.0,37.5,0.0,0.0
56.9,58.1,56.9,37.3,0.0,0.0
56.9,58.1,56.9,37.2,0.0,0.0
56.8,58.1,56.8,37.1,0.0,0.0
56.8,58.0,56.8,37.0,0.0,0.0
56.7,57.9,56.7,36.9,0.0,0.0
56.6,57.8,56.6,36.8,0.0,0.0
56.5,57.7,56.5,36.7,0.0,0.0
56.3,57.6,56.3,36.7,0.0,0.0
56.3,57.5,56.3,36.6,0.0,0.0
56.2,57.4,56.2,36.6,0.0,0.0
56.2,57.5,56.2,36.6,0.0,0.0
56.3,57.5,56.3,36.5,0.0,0.0
56.4,57.6,56.4,36.5,0.0,0.0
56.5,57.7,56.5,36.5,0.0,0.0
56.6,57.8,56.6,36.6,0.0,0.0
56.7,57.9,56.7,36.6,0.0,0.0
56.8,58.0,56.8,36.6,0.0,0.0
56.8,58.1,56.8,36.7,0.0,0.0
56.9,58.2,56.9,36.7,0.0,0.0
57.1,58.3,57.1,36.8,0.0,0.0
57.3,58.5,57.3,36.9,0.0,0.0
57.6,58.8,57.6,36.9,0.0,0.0
57.9,59.2,57.9,37.0,0.0,0.0
58.4,59.7,58.4,37.1,0.0,0.0
58.9,60.2,58.9,37.2,0.0,0.0
59.4,60.7,59.4,37.3,0.0,0.0
59.9,61.2,59.9,37.4,0.0,0.0
60.4,61.7,60.4,37.5,0.0,0.0
60.8,62.1,60.8,37.6,0.0,0.0
61.2,62.5,61.2,37.7,0.0,0.0
61.5,62.9,61.5,37.8,0.0,0.0
61.9,63.3,61.9,38.0,0.0,0.0
62.4,63.7,62.4,38.1,0.0,0.0
62.9,64.3,62.9,38.2,0.0,0.0
63.6,65.0,63.6,38.3,0.0,0.0
64.4,65.8,64.4,38.5,0.0,0.0
65.3,66.7,65.3,38.6,0.0,0.0
66.1,67.6,66.1,38.7,0.0,0.0
67.0,68.5,67.0,38.8,0.0,0.0
67.8,69.3,67.8,38.9,0.0,0.0
68.6,70.1,68.6,39.1,0.0,0.0
69.3,70.8,69.3,39.1,0.0,0.0
70.0,71.5,70.0,39.2,0.0,0.0
70.6,72.2,70.6,39.4,0.0,0.0
71.3,72.8,71.3,39.4,0.0,0.0
71.9,73.4,71.9,39.5,0.1,0.1
72.5,74.1,72.5,39.5,0.2,0.1
73.1,74.6,73.1,39.6,0.4,0.2
73.6,75.2,73.6,39.6,0.7,0.3
74.2,75.8,74.2,39.7,0.9,0.5
74.7,76.3,74.7,39.7,1.1,0.6
75.2,76.8,75.2,39.7,1.3,0.8
75.6,77.2,75.6,39.7,1.5,0.9
75.9,77.5,75.9,39.6,1.7,1.1
76.1,77.8,76.1,39.6,2.1,1.3
76.3,77.9,76.3,39.5,2.5,1.5
76.3,78.0,76.3,39.4,3.0,1.8
76.4,78.0,76.4,39.3,3.5,2.1
76.3,78.0,76.3,39.1,4.0,2.4
76.2,77.9,76.2,39.0,4.6,2.7
76.1,77.8,76.1,38.8,5.2,3.0
76.0,77.6,76.0,38.7,5.9,3.3
75.8,77.4,75.8,38.5,6.7,3.6
75.6,77.2,75.6,38.2,7.5,4.0
75.3,76.9,75.3,38.0,8.3,4.4
75.1,76.7,75.1,37.8,9.1,4.9
74.9,76.5,74.9,37.5,9.7,5.5
74.7,76.3,74.7,37.3,10.2,6.0
74.7,76.3,74.7,37.0,10.5,6.3
74.9,76.5,74.9,36.7,10.5,6.2
75.1,76.8,75.1,36.5,10.5,6.1
75.3,76.9,75.3,36.2,10.7,6.0
75.1,76.8,75.1,35.9,11.4,6.3
74.5,76.1,74.5,35.6,12.8,7.3
73.7,75.3,73.7,35.4,14.5,8.7
72.8,74.4,72.8,35.1,16.2,10.0
72.2,73.8,72.2,34.8,17.5,10.9
72.1,73.7,72.1,34.5,17.9,11.0
72.4,74.0,72.4,34.3,17.8,10.5
72.9,74.5,72.9,34.0,17.3,9.8
73.2,74.8,73.2,33.8,17.0,9.3
73.2,74.8,73.2,33.5,17.1,9.4
73.0,74.6,73.0,33.3,17.5,9.8
72.8,74.4,72.8,33.0,17.8,10.2
72.9,74.5,72.9,32.8,17.7,10.0
73.6,75.1,73.6,32.6,16.8,9.0
74.5,76.1,74.5,32.4,15.5,7.6
75.2,76.8,75.2,32.2,14.4,6.5
75.3,77.0,75.3,32.0,14.1,6.4
74.5,76.1,74.5,31.8,15.1,7.9
73.0,74.6,73.0,31.7,17.1,10.4
71.3,72.9,71.3,31.5,19.5,12.9
70.0,71.5,70.0,31.4,21.7,14.7
69.2,70.7,69.2,31.3,23.5,15.4
68.8,70.3,68.8,31.2,24.5,15.2
69.0,70.5,69.0,31.1,24.9,14.4
69.4,70.9,69.4,31.0,24.6,13.5
70.0,71.6,70.0,31.0,23.5,12.6
70.7,72.3,70.7,30.9,22.0,12.1
71.3,72.8,71.3,31.0,20.8,11.8
71.4,72.9,71.4,31.0,20.3,12.0
71.0,72.5,71.0,31.0,21.1,12.5
70.3,71.8,70.3,31.1,22.6,13.1
69.7,71.2,69.7,31.1,23.7,13.6
69.6,71.1,69.6,31.2,23.9,13.6
70.1,71.6,70.1,31.4,22.5,13.0
70.9,72.5,70.9,31.5,20.1,12.0
71.7,73.2,71.7,31.7,17.7,11.2
71.9,73.4,71.9,31.8,16.4,10.9
71.1,72.7,71.1,32.1,17.0,11.6
69.9,71.4,69.9,32.3,18.9,12.6
68.6,70.1,68.6,32.5,21.0,13.7
67.7,69.2,67.7,32.7,22.5,14.3
67.6,69.0,67.6,33.0,23.0,14.1
67.8,69.3,67.8,33.2,22.7,13.4
68.2,69.7,68.2,33.5,22.1,12.6
68.5,70.0,68.5,33.7,21.6,11.9
68.5,69.9,68.5,34.0,21.5,11.7
68.1,69.6,68.1,34.2,21.6,11.8
67.7,69.1,67.7,34.4,21.8,12.1
67.2,68.7,67.2,34.6,21.8,12.3
66.9,68.4,66.9,34.8,21.5,12.3
66.8,68.3,66.8,35.0,20.9,12.0
67.0,68.5,67.0,35.2,19.9,11.5
67.5,68.9,67.5,35.3,18.5,10.6
68.2,69.7,68.2,35.5,16.8,9.5
69.0,70.5,69.0,35.6,14.9,8.2
69.8,71.3,69.8,35.6,13.4,7.1
70.2,71.7,70.2,35.7,12.4,6.4
70.3,71.8,70.3,35.7,12.1,6.1
70.1,71.7,70.1,35.7,12.2,6.2
69.9,71.4,69.9,35.6,12.3,6.3
69.8,71.3,69.8,35.5,12.2,6.4
69.9,71.4,69.9,35.4,11.6,6.3
70.1,71.7,70.1,35.3,10.8,6.0
70.4,71.9,70.4,35.1,9.8,5.6
70.6,72.1,70.6,35.0,9.0,5.1
70.7,72.2,70.7,34.8,8.3,4.7
70.7,72.2,70.7,34.5,7.8,4.2
70.7,72.2,70.7,34.3,7.4,3.9
70.7,72.2,70.7,34.1,7.0,3.6
70.7,72.2,70.7,33.8,6.5,3.4
70.8,72.3,70.8,33.6,6.0,3.2
70.9,72.5,70.9,33.3,5.4,3.0
71.2,72.7,71.2,33.0,4.7,2.7
71.5,73.0,71.5,32.7,4.0,2.5
71.8,73.4,71.8,32.5,3.3,2.1
72.1,73.7,72.1,32.2,2.6,1.8
72.4,74.0,72.4,31.9,2.1,1.5
72.6,74.2,72.6,31.6,1.7,1.2
72.8,74.4,72.8,31.4,1.4,0.9
73.0,74.6,73.0,31.1,1.1,0.7
73.2,74.7,73.2,30.8,0.8,0.5
73.3,74.9,73.3,30.6,0.5,0.3
73.4,75.0,73.4,30.4,0.3,0.2
73.5,75.1,73.5,30.1,0.2,0.1
73.6,75.2,73.6,29.9,0.1,0.0
73.7,75.3,73.7,29.7,0.0,0.0
73.8,75.4,73.8,29.5,0.0,0.0
73.9,75.5,73.9,29.3,0.0,0.0
74.0,75.6,74.0,29.1,0.0,0.0
74.1,75.7,74.1,29.0,0.0,0.0
74.2,75.8,74.2,28.8,0.0,0.0
74.3,75.9,74.3,28.7,0.0,0.0
74.4,76.0,74.4,28.6,0.0,0.0
74.5,76.1,74.5,28.4,0.0,0.0
74.7,76.3,74.7,28.3,0.1,0.0
74.9,76.5,74.9,28.2,0.1,0.0
75.1,76.7,75.1,28.1,0.1,0.0
75.4,77.0,75.4,28.1,0.1,0.0
75.7,77.3,75.7,28.0,0.1,0.0
76.1,77.7,76.1,28.0,0.1,0.0
76.6,78.2,76.6,27.9,0.0,0.0
77.1,78.8,77.1,27.9,0.0,0.0
77.6,79.3,77.6,27.9,0.0,0.0
78.3,79.9,78.3,27.9,0.0,0.0
78.8,80.6,78.8,27.9,0.0,0.0
79.4,81.1,79.4,27.9,0.0,0.0
80.0,81.7,80.0,28.0,0.0,0.0
80.5,82.2,80.5,28.0,0.0,0.0
81.0,82.8,81.0,28.1,0.0,0.0
81.6,83.3,81.6,28.2,0.0,0.0
82.1,83.9,82.1,28.3,0.0,0.0
82.7,84.5,82.7,28.3,0.0,0.0
83.4,85.2,83.4,28.5,0.0,0.0
84.1,85.9,84.1,28.6,0.0,0.0
84.7,86.5,84.7,28.7,0.0,0.0
85.3,87.2,85.3,28.8,0.0,0.0
85.8,87.7,85.8,28.9,0.0,0.0
86.2,88.1,86.2,29.0,0.0,0.0
86.5,88.4,86.5,29.1,0.0,0.0
86.6,88.5,86.6,29.2,0.0,0.0
86.7,88.5,86.7,29.3,0.0,0.0
86.6,88.5,86.6,29.4,0.0,0.0
86.4,88.3,86.4,29.5,0.0,0.0
86.3,88.1,86.3,29.6,0.0,0.0
86.0,87.9,86.0,29.7,0.0,0.0
85.8,87.6,85.8,29.8,0.0,0.0
85.5,87.3,85.5,29.8,0.0,0.0
85.2,87.0,85.2,29.9,0.0,0.0
84.9,86.7,84.9,29.9,0.0,0.0
84.6,86.4,84.6,30.0,0.0,0.0
84.2,86.0,84.2,30.0,0.0,0.0
83.9,85.7,83.9,30.0,0.0,0.0
83.5,85.3,83.5,30.0,0.0,0.0
83.1,84.9,83.1,30.0,0.0,0.0
82.8,84.6,82.8,29.9,0.0,0.0
82.4,84.2,82.4,29.9,0.0,0.0
82.0,83.8,82.0,29.8,0.0,0.0
81.7,83.4,81.7,29.8,0.0,0.0
81.3,83.0,81.3,29.7,0.0,0.0
80.9,82.7,80.9,29.6,0.0,0.0
80.6,82.3,80.6,29.6,0.0,0.0
80.2,82.0,80.2,29.5,0.0,0.0
79.9,81.6,79.9,29.4,0.0,0.0
79.6,81.3,79.6,29.4,0.0,0.0
79.3,81.0,79.3,29.3,0.0,0.0
79.0,80.7,79.0,29.3,0.0,0.0
78.8,80.5,78.8,29.2,0.0,0.0
78.5,80.2,78.5,29.2,0.0,0.0
78.2,79.9,78.2,29.1,0.0,0.0
77.9,79.6,77.9,29.1,0.0,0.0
77.7,79.3,77.7,29.1,0.0,0.0
77.4,79.1,77.4,29.0,0.0,0.0
77.2,78.8,77.2,29.0,0.0,0.0
76.9,78.6,76.9,29.0,0.0,0.0
76.8,78.4,76.8,29.1,0.0,0.0
76.6,78.3,76.6,29.1,0.0,0.0
76.6,78.2,76.6,29.1,0.0,0.0
76.6,78.3,76.6,29.1,0.0,0.0
76.8,78.5,76.8,29.2,0.0,0.0
77.2,78.8,77.2,29.2,0.0,0.0
77.7,79.4,77.7,29.3,0.0,0.0
78.4,80.1,78.4,29.3,0.0,0.0
79.1,80.8,79.1,29.4,0.0,0.0
79.7,81.5,79.7,29.5,0.0,0.0
80.3,82.0,80.3,29.5,0.0,0.0
80.6,82.4,80.6,29.6,0.0,0.0
80.7,82.5,80.7,29.7,0.0,0.0
80.6,82.3,80.6,29.7,0.0,0.0
80.3,82.1,80.3,29.8,0.0,0.0
80.0,81.7,80.0,29.9,0.0,0.0
79.7,81.4,79.7,29.9,0.0,0.0
79.4,81.1,79.4,29.9,0.0,0.0
79.3,81.0,79.3,30.0,0.0,0.0
79.2,80.9,79.2,30.1,0.0,0.0
79.2,80.9,79.2,30.1,0.0,0.0
79.2,80.9,79.2,30.1,0.0,0.0
79.2,80.9,79.2,30.1,0.0,0.0
79.1,80.8,79.1,30.1,0.0,0.0
78.9,80.6,78.9,30.1,0.0,0.0
78.6,80.3,78.6,30.1,0.0,0.0
