load_1,load_1_0,load_2_1,load_3_2,load_4_3,load_5_4,load_6_,load_7_,load_8_5,load_9_6,load_10_7,load_11_8,load_12_9,load_13_10
0,15.0,58.0,32.9,4.8,7.8,0,0,18.8,5.6,2.2,3.5,8.7,10.4
0,15.0,58.1,32.9,4.8,7.9,0,0,18.8,5.6,2.2,3.5,8.7,10.4
0,15.1,58.2,33.0,4.9,7.9,0,0,18.8,5.6,2.2,3.5,8.7,10.4
0,15.1,58.3,33.0,4.9,7.9,0,0,18.8,5.6,2.2,3.5,8.7,10.4
0,15.1,58.4,33.0,4.9,7.9,0,0,18.8,5.6,2.2,3.5,8.8,10.4
0,15.1,58.4,33.1,4.9,7.9,0,0,18.8,5.6,2.2,3.5,8.8,10.4
0,15.1,58.5,33.1,4.9,7.9,0,0,18.8,5.6,2.2,3.5,8.8,10.4
0,15.1,58.6,33.1,4.9,7.9,0,0,18.7,5.6,2.2,3.5,8.8,10.4
0,15.1,58.7,33.1,4.9,7.9,0,0,18.7,5.6,2.3,3.6,8.8,10.4
0,15.1,58.8,33.1,4.9,7.9,0,0,18.7,5.7,2.3,3.6,8.9,10.4
0,15.2,58.9,33.2,4.9,7.9,0,0,18.8,5.7,2.3,3.6,8.9,10.4
0,15.2,59.0,33.2,4.9,7.9,0,0,18.8,5.7,2.3,3.6,8.9,10.4
0,15.2,59.1,33.2,5.0,8.0,0,0,18.8,5.7,2.3,3.6,8.9,10.4
0,15.2,59.2,33.3,5.0,8.0,0,0,18.8,5.7,2.3,3.6,8.9,10.4
0,15.2,59.3,33.3,5.0,8.0,0,0,18.8,5.7,2.3,3.6,9.0,10.4
0,15.3,59.4,33.4,5.0,8.0,0,0,18.8,5.7,2.3,3.6,9.0,10.4
0,15.3,59.5,33.4,5.0,8.0,0,0,18.9,5.7,2.3,3.6,9.0,10.4
0,15.3,59.5,33.5,5.0,8.0,0,0,18.9,5.7,2.3,3.6,9.0,10.4
0,15.3,59.5,33.5,5.0,8.0,0,0,18.8,5.7,2.3,3.6,9.0,10.4
0,15.3,59.4,33.4,5.0,8.0,0,0,18.8,5.7,2.3,3.6,9.0,10.4
0,15.3,59.3,33.3,5.0,7.9,0,0,18.7,5.7,2.3,3.6,9.0,10.4
0,15.2,59.0,33.1,5.0,7.9,0,0,18.6,5.7,2.3,3.6,8.9,10.3
0,15.1,58.7,32.9,4.9,7.9,0,0,18.5,5.6,2.3,3.6,8.9,10.3
0,15.1,58.4,32.7,4.9,7.8,0,0,18.4,5.6,2.3,3.5,8.8,10.2
0,15.0,58.1,32.4,4.9,7.8,0,0,18.2,5.5,2.2,3.5,8.7,10.1
0,14.9,57.8,32.2,4.8,7.7,0,0,18.1,5.5,2.2,3.5,8.6,10.1
0,14.8,57.5,32.0,4.8,7.7,0,0,18.0,5.5,2.2,3.4,8.6,10.0
0,14.7,57.2,31.8,4.8,7.6,0,0,17.8,5.4,2.2,3.4,8.5,10.0
0,14.6,57.0,31.7,4.8,7.6,0,0,17.7,5.4,2.2,3.4,8.5,9.9
0,14.6,56.8,31.5,4.8,7.5,0,0,17.6,5.4,2.2,3.4,8.4,9.9
0,14.5,56.6,31.4,4.7,7.5,0,0,17.5,5.3,2.2,3.4,8.4,9.8
0,14.5,56.4,31.3,4.7,7.5,0,0,17.4,5.3,2.2,3.4,8.3,9.8
0,14.4,56.3,31.2,4.7,7.5,0,0,17.3,5.3,2.1,3.3,8.3,9.8
0,14.4,56.2,31.1,4.7,7.4,0,0,17.3,5.3,2.1,3.3,8.3,9.7
0,14.3,56.1,31.0,4.7,7.4,0,0,17.2,5.3,2.1,3.3,8.3,9.7
0,14.3,56.0,30.9,4.7,7.4,0,0,17.2,5.3,2.1,3.3,8.3,9.7
0,14.2,55.9,30.8,4.7,7.4,0,0,17.1,5.2,2.1,3.3,8.2,9.6
0,14.2,55.8,30.7,4.7,7.3,0,0,17.0,5.2,2.1,3.3,8.2,9.6
0,14.1,55.6,30.5,4.6,7.3,0,0,16.9,5.2,2.1,3.3,8.2,9.6
0,14.1,55.4,30.4,4.6,7.3,0,0,16.9,5.2,2.1,3.3,8.1,9.5
0,14.0,55.1,30.2,4.6,7.2,0,0,16.8,5.1,2.1,3.2,8.1,9.5
0,14.0,54.9,30.1,4.6,7.2,0,0,16.7,5.1,2.1,3.2,8.0,9.4
0,13.9,54.7,30.0,4.6,7.2,0,0,16.6,5.1,2.1,3.2,8.0,9.4
0,13.8,54.6,29.9,4.5,7.1,0,0,16.5,5.1,2.0,3.2,8.0,9.3
0,13.8,54.5,29.8,4.5,7.1,0,0,16.5,5.1,2.0,3.2,7.9,9.3
0,13.8,54.4,29.7,4.5,7.1,0,0,16.4,5.0,2.0,3.2,7.9,9.3
0,13.7,54.4,29.7,4.5,7.1,0,0,16.4,5.0,2.0,3.2,7.9,9.3
0,13.7,54.3,29.6,4.5,7.1,0,0,16.3,5.0,2.0,3.2,7.9,9.2
0,13.7,54.3,29.6,4.5,7.0,0,0,16.3,5.0,2.0,3.2,7.8,9.2
0,13.7,54.3,29.5,4.5,7.0,0,0,16.3,5.0,2.0,3.2,7.8,9.2
0,13.6,54.2,29.5,4.5,7.0,0,0,16.2,5.0,2.0,3.2,7.8,9.2
0,13.6,54.1,29.4,4.5,7.0,0,0,16.2,5.0,2.0,3.2,7.8,9.2
0,13.6,54.0,29.3,4.5,7.0,0,0,16.2,5.0,2.0,3.2,7.8,9.2
0,13.6,53.9,29.2,4.4,6.9,0,0,16.1,4.9,2.0,3.1,7.7,9.1
0,13.5,53.9,29.2,4.4,6.9,0,0,16.1,4.9,2.0,3.1,7.7,9.1
0,13.5,53.8,29.1,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.7,9.1
0,13.5,53.8,29.1,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.7,9.1
0,13.5,53.7,29.0,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.7,9.1
0,13.5,53.7,29.0,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.4,53.7,29.0,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.4,53.8,29.0,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.4,53.8,29.0,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.4,53.8,29.0,4.4,6.9,0,0,15.9,4.9,2.0,3.1,7.6,9.1
0,13.4,53.8,29.0,4.4,6.9,0,0,15.9,4.9,2.0,3.1,7.6,9.1
0,13.4,53.9,29.0,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.4,54.0,29.1,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.4,54.1,29.1,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.5,54.2,29.1,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.5,54.3,29.1,4.4,6.9,0,0,16.0,4.9,2.0,3.1,7.6,9.1
0,13.6,54.5,29.2,4.4,6.9,0,0,16.1,4.9,2.0,3.1,7.6,9.1
0,13.6,54.7,29.2,4.4,6.9,0,0,16.1,4.9,2.0,3.1,7.6,9.2
0,13.7,55.0,29.3,4.5,6.9,0,0,16.2,4.9,2.0,3.1,7.6,9.2
0,13.8,55.3,29.4,4.5,6.9,0,0,16.2,4.9,2.0,3.1,7.7,9.2
0,13.9,55.6,29.6,4.5,6.9,0,0,16.3,4.9,2.0,3.1,7.7,9.3
0,14.0,56.0,29.8,4.5,6.9,0,0,16.4,4.9,2.0,3.2,7.7,9.3
0,14.1,56.4,30.0,4.5,6.9,0,0,16.4,5.0,2.0,3.2,7.7,9.4
0,14.2,56.8,30.2,4.5,7.0,0,0,16.5,5.0,2.0,3.2,7.8,9.5
0,14.3,57.3,30.5,4.6,7.0,0,0,16.6,5.0,2.0,3.2,7.8,9.6
0,14.4,57.7,30.8,4.6,7.1,0,0,16.7,5.0,2.0,3.2,7.8,9.7
0,14.4,58.1,31.1,4.7,7.1,0,0,16.9,5.1,2.0,3.2,7.9,9.7
0,14.5,58.4,31.5,4.7,7.2,0,0,17.0,5.1,2.0,3.3,7.9,9.8
0,14.6,58.8,31.8,4.7,7.3,0,0,17.2,5.1,2.1,3.3,8.0,9.9
0,14.7,59.1,32.2,4.8,7.3,0,0,17.3,5.2,2.1,3.3,8.0,10.0
0,14.8,59.4,32.5,4.9,7.4,0,0,17.5,5.2,2.1,3.3,8.1,10.1
0,14.8,59.6,32.8,4.9,7.5,0,0,17.8,5.3,2.1,3.4,8.2,10.1
0,14.9,59.9,33.1,5.0,7.6,0,0,18.0,5.4,2.1,3.4,8.2,10.2
0,15.0,60.2,33.3,5.0,7.7,0,0,18.3,5.4,2.1,3.4,8.3,10.3
0,15.0,60.4,33.5,5.0,7.7,0,0,18.5,5.5,2.2,3.5,8.4,10.3
0,15.1,60.7,33.6,5.1,7.8,0,0,18.8,5.6,2.2,3.5,8.5,10.4
0,15.2,60.9,33.8,5.1,7.9,0,0,19.0,5.7,2.2,3.6,8.6,10.4
0,15.2,61.0,33.9,5.1,7.9,0,0,19.3,5.8,2.3,3.6,8.7,10.5
0,15.3,61.1,34.0,5.1,7.9,0,0,19.5,5.8,2.3,3.7,8.8,10.5
0,15.3,61.2,34.1,5.1,8.0,0,0,19.6,5.9,2.3,3.7,8.9,10.5
0,15.3,61.2,34.2,5.2,8.0,0,0,19.7,5.9,2.3,3.8,9.0,10.6
0,15.3,61.1,34.2,5.2,8.0,0,0,19.8,5.9,2.3,3.8,9.1,10.6
0,15.3,61.0,34.3,5.2,8.0,0,0,19.8,6.0,2.4,3.8,9.2,10.6
0,15.3,61.0,34.4,5.2,8.0,0,0,19.8,6.0,2.4,3.8,9.3,10.6
0,15.3,60.9,34.4,5.2,8.0,0,0,19.8,6.0,2.4,3.9,9.3,10.6
0,15.3,60.8,34.4,5.2,8.0,0,0,19.8,6.0,2.4,3.9,9.4,10.5
0,15.3,60.8,34.4,5.2,8.0,0,0,19.8,6.0,2.4,3.9,9.4,10.5
0,15.2,60.7,34.4,5.1,8.0,0,0,19.8,6.0,2.4,3.9,9.4,10.5
0,15.2,60.7,34.4,5.1,8.0,0,0,19.8,5.9,2.4,3.9,9.4,10.5
0,15.2,60.6,34.3,5.1,7.9,0,0,19.7,5.9,2.4,3.9,9.4,10.5
0,15.1,60.5,34.2,5.1,7.9,0,0,19.7,5.9,2.4,3.8,9.4,10.4
0,15.1,60.3,34.1,5.1,7.9,0,0,19.6,5.9,2.3,3.8,9.4,10.4
0,15.1,60.2,34.0,5.1,7.9,0,0,19.6,5.9,2.3,3.8,9.3,10.4
0,15.0,60.0,33.9,5.1,7.8,0,0,19.5,5.9,2.3,3.8,9.3,10.4
0,15.0,59.8,33.8,5.1,7.8,0,0,19.4,5.8,2.3,3.8,9.2,10.3
0,15.0,59.6,33.7,5.0,7.8,0,0,19.3,5.8,2.3,3.8,9.2,10.3
0,14.9,59.4,33.6,5.0,7.8,0,0,19.3,5.8,2.3,3.8,9.2,10.3
0,14.9,59.3,33.5,5.0,7.7,0,0,19.2,5.8,2.3,3.7,9.1,10.3
0,14.8,59.1,33.4,5.0,7.7,0,0,19.2,5.8,2.3,3.7,9.1,10.2
0,14.8,59.0,33.3,5.0,7.7,0,0,19.1,5.7,2.3,3.7,9.1,10.2
0,14.7,58.8,33.2,5.0,7.7,0,0,19.1,5.7,2.3,3.7,9.0,10.2
0,14.7,58.6,33.1,4.9,7.6,0,0,19.0,5.7,2.3,3.7,9.0,10.1
0,14.7,58.4,33.0,4.9,7.6,0,0,19.0,5.7,2.3,3.7,9.0,10.1
0,14.6,58.2,33.0,4.9,7.6,0,0,18.9,5.7,2.3,3.7,8.9,10.1
0,14.6,58.0,32.9,4.9,7.6,0,0,18.9,5.6,2.2,3.7,8.9,10.1
0,14.5,57.7,32.8,4.9,7.5,0,0,18.9,5.6,2.2,3.6,8.9,10.1
0,14.5,57.5,32.7,4.9,7.5,0,0,18.8,5.6,2.2,3.6,8.8,10.0
0,14.4,57.2,32.6,4.9,7.5,0,0,18.8,5.6,2.2,3.6,8.8,10.0
0,14.4,57.0,32.5,4.8,7.4,0,0,18.7,5.5,2.2,3.6,8.7,10.0
0,14.4,56.7,32.4,4.8,7.4,0,0,18.7,5.5,2.2,3.6,8.7,10.0
0,14.3,56.5,32.3,4.8,7.4,0,0,18.6,5.5,2.2,3.6,8.7,9.9
0,14.3,56.3,32.2,4.8,7.4,0,0,18.6,5.5,2.2,3.6,8.6,9.9
0,14.2,56.2,32.1,4.8,7.4,0,0,18.5,5.5,2.2,3.6,8.6,9.9
0,14.2,56.0,32.0,4.8,7.3,0,0,18.5,5.5,2.2,3.5,8.6,9.9
0,14.1,55.9,31.9,4.8,7.3,0,0,18.4,5.5,2.2,3.5,8.6,9.8
0,14.1,55.9,31.9,4.7,7.3,0,0,18.4,5.4,2.2,3.5,8.6,9.8
0,14.1,55.8,31.8,4.7,7.3,0,0,18.4,5.4,2.2,3.5,8.6,9.8
0,14.1,55.8,31.8,4.7,7.3,0,0,18.4,5.4,2.2,3.5,8.5,9.8
0,14.1,55.9,31.8,4.7,7.3,0,0,18.4,5.4,2.2,3.5,8.6,9.8
0,14.1,56.1,31.9,4.8,7.3,0,0,18.5,5.5,2.2,3.5,8.6,9.8
0,14.2,56.3,32.1,4.8,7.4,0,0,18.6,5.5,2.2,3.6,8.6,9.9
0,14.2,56.7,32.3,4.8,7.4,0,0,18.8,5.5,2.2,3.6,8.7,9.9
0,14.4,57.0,32.6,4.9,7.5,0,0,18.9,5.6,2.2,3.6,8.8,10.0
0,14.5,57.5,32.9,4.9,7.5,0,0,19.1,5.6,2.2,3.7,8.9,10.1
0,14.6,57.8,33.1,4.9,7.6,0,0,19.3,5.7,2.2,3.7,9.0,10.2
0,14.7,58.2,33.3,5.0,7.6,0,0,19.4,5.7,2.3,3.7,9.1,10.2
