gen_0_4,gen_1_0,gen_2_1,gen_5_2,gen_7_3
69.0,70.5,69.0,23.7,17.9
69.0,70.5,69.0,23.9,18.2
68.9,70.4,68.9,24.0,18.4
68.9,70.4,68.9,24.2,18.6
68.9,70.4,68.9,24.3,18.8
68.9,70.4,68.9,24.5,19.0
68.9,70.4,68.9,24.6,19.2
68.9,70.4,68.9,24.7,19.3
69.0,70.5,69.0,24.9,19.4
69.0,70.5,69.0,25.0,19.5
69.1,70.6,69.1,25.0,19.6
69.1,70.6,69.1,25.1,19.6
69.2,70.7,69.2,25.2,19.6
69.3,70.8,69.3,25.2,19.6
69.3,70.8,69.3,25.2,19.6
69.4,71.0,69.4,25.2,19.5
69.6,71.1,69.6,25.2,19.4
69.7,71.2,69.7,25.1,19.2
69.9,71.4,69.9,25.0,19.1
70.1,71.6,70.1,25.0,18.9
70.4,71.9,70.4,24.9,18.7
70.6,72.2,70.6,24.8,18.5
70.9,72.4,70.9,24.7,18.2
71.1,72.6,71.1,24.6,18.0
71.2,72.8,71.2,24.5,17.7
71.2,72.8,71.2,24.4,17.3
71.1,72.6,71.1,24.2,17.0
70.9,72.4,70.9,24.1,16.6
70.5,72.1,70.5,24.0,16.3
70.2,71.7,70.2,23.9,15.9
69.8,71.3,69.8,23.8,15.4
69.5,71.0,69.5,23.6,15.0
69.1,70.6,69.1,23.5,14.5
68.9,70.4,68.9,23.4,14.1
68.7,70.2,68.7,23.4,13.6
68.5,70.0,68.5,23.3,13.0
68.4,69.9,68.4,23.2,12.5
68.3,69.8,68.3,23.1,11.9
68.3,69.8,68.3,23.1,11.4
68.3,69.8,68.3,23.1,10.8
68.3,69.8,68.3,23.0,10.2
68.3,69.8,68.3,23.0,9.6
68.3,69.7,68.3,23.0,9.0
68.2,69.7,68.2,23.0,8.4
68.1,69.6,68.1,23.0,7.8
67.9,69.4,67.9,23.0,7.2
67.8,69.2,67.8,23.0,6.6
67.6,69.1,67.6,23.0,6.0
67.5,68.9,67.5,23.0,5.4
67.4,68.9,67.4,23.0,4.9
67.4,68.8,67.4,22.9,4.4
67.4,68.8,67.4,22.9,3.9
67.4,68.9,67.4,22.9,3.4
67.5,69.0,67.5,22.9,2.9
67.6,69.0,67.6,22.8,2.5
67.6,69.1,67.6,22.8,2.1
67.6,69.1,67.6,22.7,1.7
67.6,69.1,67.6,22.6,1.4
67.6,69.0,67.6,22.5,1.1
67.5,69.0,67.5,22.4,0.8
67.5,69.0,67.5,22.3,0.6
67.5,68.9,67.5,22.1,0.4
67.5,68.9,67.5,21.9,0.2
67.5,69.0,67.5,21.8,0.1
67.5,69.0,67.5,21.6,0.1
67.6,69.1,67.6,21.4,0.0
67.6,69.1,67.6,21.2,0.0
67.7,69.2,67.7,21.0,0.0
67.8,69.3,67.8,20.8,0.0
67.9,69.3,67.9,20.5,0.0
68.0,69.4,68.0,20.3,0.0
68.1,69.6,68.1,20.1,0.0
68.2,69.7,68.2,19.9,0.0
68.4,69.9,68.4,19.7,0.0
68.6,70.1,68.6,19.5,0.0
68.8,70.3,68.8,19.3,0.0
69.1,70.6,69.1,19.1,0.0
69.5,71.0,69.5,19.0,0.0
69.8,71.3,69.8,18.8,0.0
70.3,71.8,70.3,18.7,0.0
70.7,72.3,70.7,18.6,0.0
71.3,72.8,71.3,18.5,0.0
71.8,73.4,71.8,18.4,0.0
72.4,74.0,72.4,18.3,0.0
73.0,74.6,73.0,18.3,0.0
73.6,75.2,73.6,18.3,0.0
74.2,75.8,74.2,18.3,0.0
74.8,76.5,74.8,18.3,0.0
75.4,77.1,75.4,18.4,0.0
76.0,77.7,76.0,18.5,0.0
76.6,78.3,76.6,18.5,0.0
77.2,78.9,77.2,18.6,0.0
77.8,79.5,77.8,18.7,0.0
78.3,80.0,78.3,18.9,0.0
78.8,80.6,78.8,19.0,0.0
79.3,81.0,79.3,19.1,0.0
79.7,81.5,79.7,19.3,0.0
80.1,81.8,80.1,19.4,0.0
80.3,82.0,80.3,19.5,0.0
80.5,82.2,80.5,19.7,0.0
80.6,82.3,80.6,19.8,0.0
80.6,82.4,80.6,20.0,0.0
80.6,82.4,80.6,20.1,0.0
80.6,82.3,80.6,20.2,0.0
80.5,82.3,80.5,20.3,0.0
80.5,82.2,80.5,20.4,0.0
80.4,82.1,80.4,20.5,0.0
80.2,82.0,80.2,20.6,0.0
80.1,81.8,80.1,20.6,0.0
79.9,81.6,79.9,20.7,0.0
79.6,81.4,79.6,20.7,0.0
79.4,81.1,79.4,20.7,0.0
79.1,80.8,79.1,20.7,0.0
78.8,80.5,78.8,20.6,0.0
78.6,80.3,78.6,20.6,0.0
78.3,80.0,78.3,20.5,0.0
78.1,79.8,78.1,20.5,0.0
77.8,79.5,77.8,20.4,0.0
77.6,79.3,77.6,20.3,0.0
77.4,79.1,77.4,20.2,0.0
77.2,78.9,77.2,20.1,0.0
77.0,78.7,77.0,20.0,0.0
76.8,78.4,76.8,19.9,0.0
76.5,78.2,76.5,19.9,0.0
76.3,77.9,76.3,19.8,0.0
76.0,77.7,76.0,19.7,0.0
75.7,77.4,75.7,19.6,0.0
75.5,77.1,75.5,19.5,0.0
75.2,76.8,75.2,19.4,0.0
75.0,76.6,75.0,19.4,0.0
74.7,76.3,74.7,19.3,0.0
74.5,76.1,74.5,19.3,0.0
74.3,75.9,74.3,19.3,0.0
74.1,75.7,74.1,19.3,0.0
74.0,75.6,74.0,19.3,0.0
73.9,75.5,73.9,19.3,0.0
73.9,75.5,73.9,19.3,0.0
74.0,75.6,74.0,19.4,0.0
74.2,75.8,74.2,19.4,0.0
74.5,76.2,74.5,19.4,0.0
75.1,76.7,75.1,19.5,0.0
75.7,77.3,75.7,19.6,0.0
76.4,78.0,76.4,19.6,0.0
77.0,78.6,77.0,19.7,0.0
77.5,79.2,77.5,19.7,0.0
77.8,79.5,77.8,19.8,0.0
77.9,79.6,77.9,19.9,0.0
77.9,79.6,77.9,19.9,0.0
77.7,79.4,77.7,20.0,0.0
77.4,79.1,77.4,20.0,0.0
77.2,78.8,77.2,20.0,0.0
77.0,78.7,77.0,20.0,0.0
76.9,78.6,76.9,20.0,0.0
77.0,78.7,77.0,20.0,0.0
77.1,78.8,77.1,20.0,0.0
77.2,78.9,77.2,20.0,0.0
77.3,79.0,77.3,19.9,0.0
77.4,79.0,77.4,19.8,0.0
77.3,79.0,77.3,19.7,0.0
77.2,78.9,77.2,19.6,0.0
77.0,78.7,77.0,19.5,0.0
76.7,78.4,76.7,19.4,0.0
76.3,78.0,76.3,19.2,0.0
75.9,77.5,75.9,19.1,0.0
75.4,77.0,75.4,18.9,0.0
74.9,76.5,74.9,18.7,0.0
74.4,76.0,74.4,18.6,0.0
73.9,75.5,73.9,18.4,0.0
73.5,75.1,73.5,18.2,0.0
73.2,74.8,73.2,18.1,0.0
73.1,74.7,73.1,17.9,0.0
73.0,74.6,73.0,17.7,0.0
73.0,74.6,73.0,17.6,0.0
73.1,74.7,73.1,17.4,0.0
73.2,74.7,73.2,17.3,0.0
73.2,74.8,73.2,17.2,0.0
73.2,74.8,73.2,17.1,0.0
73.1,74.7,73.1,17.0,0.0
73.0,74.6,73.0,16.9,0.0
72.9,74.5,72.9,16.8,0.0
72.8,74.4,72.8,16.8,0.0
72.7,74.3,72.7,16.7,0.0
72.7,74.3,72.7,16.7,0.0
72.7,74.2,72.7,16.7,0.0
72.6,74.2,72.6,16.8,0.0
72.6,74.1,72.6,16.8,0.0
72.4,74.0,72.4,16.8,0.0
72.2,73.8,72.2,16.9,0.0
71.9,73.5,71.9,16.9,0.0
71.5,73.1,71.5,17.0,0.0
71.1,72.6,71.1,17.1,0.0
70.6,72.2,70.6,17.1,0.0
70.2,71.7,70.2,17.2,0.0
69.8,71.3,69.8,17.3,0.0
69.5,71.0,69.5,17.4,0.0
69.2,70.7,69.2,17.4,0.0
69.0,70.5,69.0,17.5,0.0
68.8,70.3,68.8,17.6,0.0
68.7,70.1,68.7,17.6,0.0
68.5,69.9,68.5,17.7,0.0
68.2,69.7,68.2,17.7,0.0
68.0,69.5,68.0,17.8,0.0
67.7,69.2,67.7,17.8,0.0
67.5,69.0,67.5,17.8,0.0
67.3,68.8,67.3,17.8,0.0
67.2,68.7,67.2,17.8,0.0
67.1,68.6,67.1,17.7,0.0
67.1,68.6,67.1,17.7,0.0
67.2,68.6,67.2,17.6,0.0
67.2,68.7,67.2,17.5,0.0
67.3,68.8,67.3,17.4,0.0
67.4,68.8,67.4,17.3,0.0
67.4,68.9,67.4,17.2,0.0
67.5,68.9,67.5,17.1,0.0
67.5,69.0,67.5,17.0,0.0
67.7,69.1,67.7,16.9,0.0
67.8,69.3,67.8,16.7,0.0
68.1,69.6,68.1,16.6,0.0
68.5,70.0,68.5,16.5,0.0
69.0,70.5,69.0,16.3,0.0
69.5,71.0,69.5,16.2,0.0
70.0,71.6,70.0,16.1,0.0
70.6,72.1,70.6,16.0,0.0
71.1,72.6,71.1,15.9,0.0
71.5,73.0,71.5,15.8,0.0
71.8,73.4,71.8,15.7,0.0
72.2,73.8,72.2,15.6,0.0
72.6,74.2,72.6,15.5,0.0
73.0,74.6,73.0,15.4,0.0
73.6,75.2,73.6,15.4,0.0
74.3,75.9,74.3,15.3,0.0
75.1,76.7,75.1,15.3,0.0
75.9,77.5,75.9,15.3,0.0
76.8,78.4,76.8,15.3,0.0
77.6,79.3,77.6,15.3,0.0
78.5,80.2,78.5,15.3,0.0
79.2,80.9,79.2,15.3,0.0
79.9,81.6,79.9,15.3,0.0
80.5,82.3,80.5,15.3,0.0
81.2,82.9,81.2,15.3,0.0
81.7,83.5,81.7,15.4,0.0
82.3,84.1,82.3,15.4,0.1
82.9,84.7,82.9,15.4,0.2
83.5,85.3,83.5,15.5,0.3
84.1,85.9,84.1,15.5,0.5
84.6,86.5,84.6,15.5,0.7
85.1,87.0,85.1,15.6,0.9
85.6,87.4,85.6,15.6,1.1
85.9,87.8,85.9,15.6,1.3
86.2,88.1,86.2,15.6,1.6
86.4,88.3,86.4,15.7,1.9
86.6,88.5,86.6,15.7,2.3
86.7,88.6,86.7,15.7,2.6
86.8,88.7,86.8,15.7,3.0
86.8,88.7,86.8,15.7,3.4
86.8,88.6,86.8,15.7,3.9
86.7,88.6,86.7,15.7,4.3
86.6,88.5,86.6,15.7,4.7
86.6,88.4,86.6,15.7,5.2
86.5,88.4,86.5,15.7,5.6
86.4,88.3,86.4,15.7,6.0
86.3,88.2,86.3,15.7,6.4
86.3,88.1,86.3,15.7,6.8
86.2,88.1,86.2,15.7,7.2
86.2,88.1,86.2,15.7,7.6
86.2,88.0,86.2,15.7,7.9
86.1,88.0,86.1,15.7,8.2
86.1,88.0,86.1,15.7,8.5
86.1,88.0,86.1,15.7,8.8
86.1,88.0,86.1,15.7,9.0
86.1,88.0,86.1,15.7,9.3
86.1,87.9,86.1,15.7,9.5
86.0,87.9,86.0,15.7,9.6
86.0,87.9,86.0,15.8,9.8
86.0,87.8,86.0,15.8,10.0
85.9,87.8,85.9,15.9,10.1
85.8,87.7,85.8,15.9,10.2
85.8,87.6,85.8,16.0,10.3
85.7,87.6,85.7,16.1,10.4
85.6,87.5,85.6,16.1,10.4
85.6,87.4,85.6,16.2,10.5
85.5,87.4,85.5,16.3,10.5
85.5,87.3,85.5,16.4,10.6
85.4,87.2,85.4,16.5,10.6
85.3,87.2,85.3,16.6,10.6
85.3,87.1,85.3,16.8,10.6
85.2,87.0,85.2,16.9,10.6
85.1,87.0,85.1,17.0,10.5
85.1,86.9,85.1,17.1,10.5
85.1,86.9,85.1,17.2,10.5
85.1,86.9,85.1,17.3,10.4
85.1,86.9,85.1,17.4,10.4
85.1,87.0,85.1,17.4,10.4
85.2,87.0,85.2,17.5,10.3
85.2,87.1,85.2,17.6,10.3
85.3,87.2,85.3,17.6,10.2
85.4,87.3,85.4,17.7,10.2
85.5,87.4,85.5,17.7,10.1
85.6,87.5,85.6,17.7,10.0
85.7,87.6,85.7,17.7,10.0
85.7,87.6,85.7,17.6,9.9
85.7,87.6,85.7,17.6,9.9
85.6,87.5,85.6,17.5,9.8
85.5,87.4,85.5,17.4,9.8
85.4,87.2,85.4,17.3,9.7
85.2,87.1,85.2,17.2,9.7
85.1,87.0,85.1,17.1,9.6
85.1,86.9,85.1,17.0,9.6
85.1,87.0,85.1,16.8,9.5
85.3,87.1,85.3,16.7,9.5
85.4,87.3,85.4,16.5,9.4
85.6,87.4,85.6,16.4,9.4
85.7,87.6,85.7,16.2,9.3
85.8,87.6,85.8,16.1,9.3
85.7,87.6,85.7,16.0,9.2
85.6,87.4,85.6,15.8,9.1
85.4,87.3,85.4,15.7,9.1
85.2,87.1,85.2,15.5,9.0
85.0,86.9,85.0,15.4,8.9
84.9,86.7,84.9,15.3,8.8
84.8,86.6,84.8,15.2,8.7
84.7,86.6,84.7,15.1,8.6
84.7,86.5,84.7,15.1,8.4
84.7,86.5,84.7,15.0,8.3
84.7,86.5,84.7,15.0,8.1
84.7,86.6,84.7,14.9,7.9
84.7,86.6,84.7,14.9,7.7
84.7,86.6,84.7,14.9,7.5
84.7,86.6,84.7,14.9,7.2
84.7,86.5,84.7,15.0,7.0
84.6,86.4,84.6,15.0,6.7
84.4,86.3,84.4,15.1,6.4
84.2,86.1,84.2,15.1,6.1
84.0,85.8,84.0,15.2,5.8
83.8,85.6,83.8,15.3,5.4
83.5,85.3,83.5,15.4,5.1
83.3,85.1,83.3,15.5,4.7
83.1,84.9,83.1,15.6,4.3
83.0,84.8,83.0,15.7,4.0
82.9,84.7,82.9,15.8,3.6
82.8,84.6,82.8,16.0,3.2
82.8,84.6,82.8,16.1,2.8
82.8,84.5,82.8,16.2,2.5
82.7,84.5,82.7,16.3,2.1
82.7,84.5,82.7,16.5,1.8
82.7,84.5,82.7,16.6,1.4
82.6,84.4,82.6,16.7,1.1
82.6,84.4,82.6,16.8,0.9
82.5,84.3,82.5,16.9,0.6
82.5,84.2,82.5,17.0,0.4
82.4,84.2,82.4,17.1,0.3
82.3,84.1,82.3,17.2,0.1
82.3,84.1,82.3,17.3,0.1
82.2,84.0,82.2,17.4,0.0
82.2,84.0,82.2,17.5,0.0
82.1,83.9,82.1,17.6,0.0
82.1,83.9,82.1,17.6,0.0
82.1,83.8,82.1,17.7,0.0
82.0,83.8,82.0,17.8,0.0
82.0,83.8,82.0,17.8,0.0
82.1,83.8,82.1,17.9,0.0
82.1,83.9,82.1,17.9,0.0
82.1,83.9,82.1,18.0,0.0
82.2,84.0,82.2,18.0,0.1
82.3,84.1,82.3,18.0,0.1
82.5,84.3,82.5,18.1,0.1
82.7,84.5,82.7,18.1,0.1
83.0,84.8,83.0,18.1,0.0
83.4,85.2,83.4,18.2,0.0
83.9,85.7,83.9,18.2,0.0
84.3,86.2,84.3,18.2,0.0
84.9,86.7,84.9,18.3,0.0
85.4,87.2,85.4,18.3,0.0
85.9,87.7,85.9,18.3,0.0
86.4,88.2,86.4,18.3,0.0
86.8,88.7,86.8,18.4,0.0
87.3,89.2,87.3,18.4,0.0
87.7,89.6,87.7,18.4,0.0
88.2,90.2,88.2,18.4,0.0
88.8,90.7,88.8,18.5,0.0
89.4,91.3,89.4,18.5,0.0
90.0,91.9,90.0,18.5,0.0
90.5,92.5,90.5,18.5,0.0
91.1,93.0,91.1,18.5,0.0
91.5,93.5,91.5,18.5,0.0
91.8,93.8,91.8,18.5,0.0
92.0,94.0,92.0,18.5,0.0
92.1,94.1,92.1,18.5,0.0
92.0,94.0,92.0,18.5,0.0
91.8,93.8,91.8,18.5,0.0
91.6,93.6,91.6,18.5,0.0
91.3,93.3,91.3,18.5,0.0
91.0,93.0,91.0,18.4,0.0
90.7,92.6,90.7,18.4,0.0
90.3,92.3,90.3,18.4,0.0
89.9,91.9,89.9,18.3,0.0
89.5,91.5,89.5,18.3,0.0
89.1,91.0,89.1,18.2,0.0
88.7,90.6,88.7,18.1,0.0
88.2,90.1,88.2,18.1,0.0
87.8,89.7,87.8,18.0,0.0
87.3,89.2,87.3,17.9,0.0
86.9,88.7,86.9,17.9,0.0
86.4,88.3,86.4,17.8,0.0
85.9,87.8,85.9,17.7,0.0
85.5,87.3,85.5,17.6,0.0
85.0,86.8,85.0,17.6,0.0
84.5,86.4,84.5,17.5,0.0
84.1,85.9,84.1,17.4,0.0
83.7,85.5,83.7,17.3,0.0
83.3,85.1,83.3,17.3,0.0
82.9,84.7,82.9,17.2,0.0
82.5,84.3,82.5,17.2,0.0
82.2,83.9,82.2,17.1,0.0
81.8,83.6,81.8,17.1,0.0
81.4,83.2,81.4,17.1,0.0
81.1,82.9,81.1,17.0,0.0
80.8,82.5,80.8,17.0,0.0
80.4,82.2,80.4,17.0,0.0
80.1,81.8,80.1,17.0,0.0
79.8,81.5,79.8,17.1,0.0
79.5,81.2,79.5,17.1,0.0
79.3,81.0,79.3,17.1,0.0
79.1,80.8,79.1,17.2,0.0
78.9,80.7,78.9,17.3,0.0
78.9,80.7,78.9,17.3,0.0
79.1,80.8,79.1,17.4,0.0
79.4,81.1,79.4,17.5,0.0
79.9,81.6,79.9,17.6,0.0
80.5,82.2,80.5,17.7,0.0
81.1,82.9,81.1,17.9,0.0
81.7,83.5,81.7,18.0,0.0
82.2,84.0,82.2,18.1,0.0
82.5,84.3,82.5,18.3,0.0
82.6,84.4,82.6,18.4,0.0
82.4,84.2,82.4,18.6,0.0
82.2,83.9,82.2,18.7,0.0
81.8,83.6,81.8,18.9,0.0
81.5,83.2,81.5,19.1,0.0
81.2,82.9,81.2,19.3,0.0
81.0,82.8,81.0,19.4,0.0
80.9,82.7,80.9,19.6,0.0
80.9,82.7,80.9,19.8,0.0
80.9,82.7,80.9,20.0,0.0
80.9,82.7,80.9,20.1,0.0
80.8,82.6,80.8,20.3,0.0
80.6,82.4,80.6,20.5,0.0
80.3,82.1,80.3,20.7,0.0
79.9,81.7,79.9,20.8,0.0
79.4,81.2,79.4,21.0,0.0
78.9,80.6,78.9,21.2,0.0
78.3,80.0,78.3,21.3,0.0
77.6,79.3,77.6,21.5,0.0
76.9,78.6,76.9,21.6,0.0
76.2,77.9,76.2,21.8,0.0
75.6,77.3,75.6,21.9,0.0
75.1,76.7,75.1,22.0,0.0
74.7,76.3,74.7,22.1,0.0
74.5,76.1,74.5,22.3,0.0
74.4,76.0,74.4,22.4,0.0
74.4,76.0,74.4,22.4,0.0
74.5,76.1,74.5,22.5,0.0
74.5,76.1,74.5,22.6,0.0
74.5,76.2,74.5,22.7,0.0
74.5,76.1,74.5,22.7,0.0
74.4,76.0,74.4,22.7,0.0
74.3,75.9,74.3,22.7,0.0
74.1,75.7,74.1,22.7,0.0
74.0,75.6,74.0,22.7,0.0
73.9,75.5,73.9,22.7,0.0
73.8,75.4,73.8,22.7,0.0
73.8,75.4,73.8,22.6,0.0
73.8,75.4,73.8,22.5,0.0
73.7,75.3,73.7,22.5,0.0
73.7,75.2,73.7,22.4,0.0
73.5,75.1,73.5,22.3,0.0
73.3,74.8,73.3,22.2,0.0
73.0,74.5,73.0,22.1,0.0
72.6,74.2,72.6,22.0,0.0
72.3,73.8,72.3,22.0,0.0
71.9,73.5,71.9,21.9,0.0
71.6,73.2,71.6,21.8,0.0
71.4,72.9,71.4,21.7,0.0
71.2,72.7,71.2,21.7,0.0
71.0,72.5,71.0,21.6,0.0
70.8,72.4,70.8,21.6,0.0
70.7,72.2,70.7,21.5,0.0
70.5,72.0,70.5,21.5,0.0
70.3,71.8,70.3,21.5,0.0
70.0,71.6,70.0,21.6,0.0
69.8,71.3,69.8,21.6,0.0
69.6,71.1,69.6,21.7,0.0
69.4,70.9,69.4,21.8,0.0
69.3,70.8,69.3,21.9,0.0
69.1,70.6,69.1,22.0,0.0
69.1,70.6,69.1,22.2,0.0
69.0,70.5,69.0,22.3,0.0
69.0,70.5,69.0,22.5,0.0
69.0,70.5,69.0,22.8,0.0
68.9,70.4,68.9,23.0,0.0
68.9,70.4,68.9,23.2,0.0
68.8,70.3,68.8,23.5,0.0
68.7,70.2,68.7,23.7,0.0
68.7,70.2,68.7,24.0,0.0
68.8,70.2,68.8,24.3,0.0
68.9,70.4,68.9,24.5,0.0
69.1,70.6,69.1,24.8,0.0
69.4,70.9,69.4,25.1,0.0
69.7,71.3,69.7,25.4,0.0
70.1,71.6,70.1,25.6,0.0
70.5,72.0,70.5,25.9,0.0
70.8,72.4,70.8,26.1,0.0
71.1,72.7,71.1,26.3,0.0
71.4,73.0,71.4,26.5,0.0
71.7,73.2,71.7,26.7,0.0
72.0,73.6,72.0,26.9,0.0
72.4,74.0,72.4,27.0,0.0
72.9,74.5,72.9,27.1,0.0
73.5,75.1,73.5,27.2,0.0
74.2,75.8,74.2,27.2,0.0
75.0,76.7,75.0,27.3,0.0
75.9,77.5,75.9,27.3,0.0
76.7,78.4,76.7,27.3,0.0
77.6,79.2,77.6,27.2,0.0
78.3,80.0,78.3,27.2,0.0
79.1,80.8,79.1,27.2,0.0
79.8,81.5,79.8,27.1,0.0
80.5,82.2,80.5,27.1,0.0
81.2,82.9,81.2,27.0,0.0
81.8,83.6,81.8,27.0,0.1
82.5,84.3,82.5,26.9,0.1
83.2,85.0,83.2,26.8,0.2
83.8,85.6,83.8,26.8,0.2
84.4,86.3,84.4,26.8,0.3
85.0,86.8,85.0,26.7,0.4
85.5,87.3,85.5,26.7,0.5
85.9,87.7,85.9,26.7,0.7
86.2,88.0,86.2,26.8,0.8
86.4,88.3,86.4,26.8,1.0
86.6,88.4,86.6,26.9,1.2
86.7,88.5,86.7,27.0,1.4
86.7,88.6,86.7,27.1,1.7
86.7,88.6,86.7,27.3,2.0
86.6,88.5,86.6,27.5,2.3
86.5,88.4,86.5,27.7,2.6
86.4,88.3,86.4,27.9,2.9
86.3,88.1,86.3,28.1,3.3
86.1,88.0,86.1,28.4,3.7
85.9,87.8,85.9,28.7,4.1
85.7,87.6,85.7,28.9,4.5
85.5,87.4,85.5,29.2,5.0
85.3,87.1,85.3,29.5,5.4
85.1,86.9,85.1,29.8,5.9
84.9,86.7,84.9,30.1,6.4
84.7,86.5,84.7,30.4,6.8
84.5,86.3,84.5,30.7,7.3
84.3,86.1,84.3,30.9,7.8
84.1,85.9,84.1,31.2,8.3
83.9,85.7,83.9,31.4,8.8
83.7,85.5,83.7,31.7,9.3
83.5,85.3,83.5,31.9,9.8
83.2,85.0,83.2,32.0,10.3
83.0,84.8,83.0,32.2,10.8
82.7,84.5,82.7,32.3,11.3
82.5,84.3,82.5,32.4,11.7
