load_1,load_1_0,load_2_1,load_3_2,load_4_3,load_5_4,load_6_,load_7_,load_8_5,load_9_6,load_10_7,load_11_8,load_12_9,load_13_10
0,21.9,75.1,42.1,6.5,10.8,0,0,24.7,8.2,3.1,5.0,10.4,13.8
0,21.1,75.4,42.1,6.5,10.9,0,0,25.3,8.1,3.1,4.8,10.4,13.7
0,21.5,75.6,42.4,6.5,10.7,0,0,25.3,8.1,3.2,4.9,10.4,13.5
0,21.4,73.3,42.5,6.3,10.6,0,0,24.6,8.0,3.1,4.9,10.2,13.4
0,21.1,76.1,42.1,6.2,10.7,0,0,24.9,8.1,3.2,4.8,10.2,13.5
0,21.0,73.6,41.0,6.3,10.7,0,0,24.8,7.8,3.1,4.8,9.9,13.3
0,20.7,73.4,40.4,6.3,10.7,0,0,24.5,7.9,3.1,4.8,10.0,13.4
0,20.9,73.7,40.7,6.2,10.4,0,0,24.3,7.8,3.0,4.7,9.8,13.3
0,20.5,74.0,39.9,6.3,10.3,0,0,24.2,7.7,3.0,4.7,9.9,13.2
0,20.4,73.4,40.1,6.1,10.5,0,0,24.1,7.8,3.1,4.6,9.9,13.3
0,20.5,71.5,39.9,6.2,10.2,0,0,23.8,7.7,3.0,4.7,9.7,12.9
0,20.4,71.1,40.6,6.1,10.4,0,0,23.9,7.8,3.0,4.7,9.8,13.0
0,20.7,72.1,40.5,6.0,10.1,0,0,24.1,7.8,3.0,4.6,9.7,13.2
0,20.2,71.7,39.9,6.2,10.1,0,0,23.9,7.5,3.0,4.6,9.7,13.3
0,20.2,71.6,39.6,6.1,10.3,0,0,23.7,7.7,3.0,4.6,9.5,13.2
0,20.2,72.0,39.2,6.0,10.2,0,0,23.9,7.6,2.9,4.5,9.8,13.0
0,20.3,70.4,40.4,6.0,10.1,0,0,23.5,7.5,2.9,4.5,9.4,12.8
0,20.2,69.5,39.5,5.9,10.1,0,0,23.3,7.6,3.0,4.5,9.6,13.0
0,20.1,71.1,39.4,6.1,10.2,0,0,23.3,7.5,2.9,4.5,9.4,12.7
0,19.6,69.6,39.0,5.8,10.0,0,0,23.0,7.4,3.0,4.6,9.3,12.8
0,20.0,68.9,39.2,5.9,9.9,0,0,23.4,7.4,2.9,4.5,9.4,12.7
0,20.0,69.4,38.9,6.0,9.9,0,0,23.5,7.4,2.9,4.5,9.3,12.7
0,19.8,70.7,38.2,5.9,10.1,0,0,23.2,7.4,2.9,4.4,9.2,12.6
0,20.0,69.4,38.5,6.1,10.1,0,0,23.1,7.4,2.9,4.4,9.3,12.7
0,20.0,69.8,38.1,5.9,9.8,0,0,23.3,7.4,2.9,4.4,9.2,12.6
0,19.5,69.6,38.7,5.9,10.1,0,0,23.6,7.4,2.9,4.3,9.2,12.4
0,19.7,69.4,38.8,5.9,9.9,0,0,22.8,7.5,2.9,4.4,9.2,12.9
0,19.4,69.2,38.4,5.8,9.9,0,0,23.1,7.4,2.9,4.4,9.2,12.6
0,19.4,70.0,38.7,5.8,9.9,0,0,22.7,7.3,2.9,4.4,9.1,12.8
0,19.6,69.7,38.5,5.8,9.9,0,0,22.9,7.3,2.9,4.3,9.2,12.5
0,19.1,68.2,37.6,5.8,10.0,0,0,22.8,7.3,2.8,4.4,9.0,12.6
0,19.4,68.0,38.5,5.7,9.9,0,0,23.0,7.4,2.8,4.3,9.1,12.4
0,19.2,69.7,38.1,5.8,10.1,0,0,22.9,7.3,2.8,4.4,9.0,12.7
0,19.5,68.6,38.1,5.8,9.9,0,0,23.2,7.5,2.9,4.3,9.2,12.6
0,19.3,71.1,38.4,5.9,9.9,0,0,23.3,7.3,2.8,4.3,9.1,12.7
0,19.9,68.9,38.1,5.9,9.8,0,0,23.4,7.3,2.9,4.4,9.2,12.8
0,19.8,69.6,38.1,5.7,10.0,0,0,23.7,7.2,2.9,4.4,9.2,12.6
0,19.7,70.4,37.7,5.9,9.8,0,0,23.3,7.3,2.9,4.4,9.2,12.8
0,19.6,69.0,38.8,5.9,10.0,0,0,23.7,7.3,2.9,4.4,9.1,12.7
0,19.7,70.7,38.3,5.8,10.0,0,0,23.8,7.4,2.9,4.4,9.2,12.8
0,19.5,69.3,38.4,5.9,9.9,0,0,23.4,7.4,2.9,4.4,9.2,12.7
0,19.4,71.0,39.0,5.8,9.9,0,0,23.5,7.4,2.9,4.4,9.1,12.6
0,19.7,68.9,38.4,5.9,9.9,0,0,23.3,7.3,2.9,4.4,9.2,13.0
0,19.4,69.7,38.7,5.9,9.9,0,0,23.7,7.2,2.9,4.4,9.2,12.7
0,19.1,69.2,38.3,5.9,9.9,0,0,23.2,7.5,2.9,4.4,9.2,12.8
0,19.4,70.3,38.3,5.9,9.9,0,0,23.4,7.4,2.9,4.4,9.2,12.8
0,19.6,69.3,39.0,6.0,10.0,0,0,23.7,7.5,2.9,4.5,9.3,12.8
0,19.9,69.0,39.0,5.9,9.9,0,0,23.5,7.4,2.9,4.5,9.5,12.6
0,19.5,71.0,39.6,5.9,9.9,0,0,24.0,7.4,2.9,4.5,9.5,12.8
0,19.6,70.0,39.4,5.9,9.9,0,0,23.7,7.4,3.0,4.5,9.4,12.7
0,19.8,71.0,39.4,6.0,10.1,0,0,23.9,7.5,2.9,4.5,9.5,12.6
0,19.8,70.6,38.5,6.0,10.0,0,0,23.7,7.6,3.0,4.5,9.6,13.0
0,19.8,69.1,39.5,6.0,10.0,0,0,24.2,7.4,3.0,4.5,9.5,13.0
0,19.4,69.9,38.4,6.0,10.2,0,0,24.0,7.5,3.0,4.6,9.5,12.8
0,19.6,70.0,39.2,5.9,9.9,0,0,23.8,7.5,3.0,4.5,9.2,13.0
0,19.8,70.4,38.8,6.0,10.2,0,0,24.0,7.6,2.9,4.5,9.3,12.9
0,19.6,71.5,39.7,5.9,10.0,0,0,24.5,7.7,2.9,4.5,9.4,12.8
0,20.0,70.4,39.3,6.1,10.0,0,0,24.1,7.5,2.9,4.5,9.1,12.9
0,20.0,70.2,39.5,6.1,10.0,0,0,24.8,7.5,2.9,4.4,9.3,12.8
0,19.7,70.2,39.9,6.0,10.2,0,0,24.4,7.6,2.9,4.6,9.3,12.9
0,19.9,71.3,40.3,6.1,10.2,0,0,24.3,7.7,2.9,4.5,9.4,12.7
0,19.9,72.0,40.4,6.0,10.2,0,0,24.0,7.5,3.0,4.6,9.4,13.1
0,19.7,71.4,40.1,6.0,10.3,0,0,24.7,7.5,2.9,4.4,9.3,13.1
0,19.8,72.0,39.4,6.1,10.2,0,0,25.1,7.5,3.0,4.4,9.2,13.0
0,19.9,70.9,39.7,6.1,10.2,0,0,23.9,7.7,3.0,4.5,9.5,13.0
0,19.9,71.6,40.1,6.0,10.5,0,0,25.1,7.5,3.0,4.5,9.6,13.1
0,20.3,72.4,39.6,6.1,10.2,0,0,24.5,7.6,3.0,4.5,9.4,13.1
0,20.2,70.9,39.7,6.1,10.1,0,0,24.1,7.7,3.0,4.6,9.6,13.5
0,20.1,72.9,40.5,6.2,10.2,0,0,24.8,7.6,3.0,4.5,9.4,13.2
0,20.1,70.9,39.2,6.1,9.9,0,0,24.6,7.6,3.0,4.5,9.7,13.4
0,20.5,73.7,41.0,6.2,10.0,0,0,24.5,7.6,3.0,4.6,9.7,13.1
0,20.2,73.3,40.8,6.3,10.2,0,0,24.9,7.7,3.0,4.6,9.7,13.2
0,20.7,72.5,40.5,6.1,10.2,0,0,24.9,7.6,3.1,4.7,9.7,13.3
0,20.2,73.4,40.3,6.2,10.3,0,0,24.6,7.6,3.0,4.7,9.8,13.2
0,20.0,72.7,41.4,6.2,10.4,0,0,25.0,7.7,3.0,4.7,10.0,13.5
0,20.3,74.3,40.1,6.2,10.5,0,0,25.3,7.7,3.1,4.7,9.9,13.5
0,20.8,74.5,40.9,6.3,10.3,0,0,24.9,7.7,3.1,4.7,10.1,13.1
0,20.4,74.2,40.8,6.3,10.6,0,0,25.2,7.8,3.2,4.8,10.0,13.4
0,20.8,73.7,40.7,6.2,10.5,0,0,25.0,7.8,3.1,4.8,9.9,13.3
0,20.2,73.8,41.0,6.3,10.7,0,0,25.7,7.8,3.1,4.7,10.3,13.6
0,20.6,74.5,41.2,6.3,10.7,0,0,25.6,7.8,3.2,4.9,10.1,13.4
0,20.6,73.7,42.3,6.4,10.8,0,0,25.6,7.9,3.2,4.8,10.3,13.4
0,20.8,74.4,41.5,6.4,10.9,0,0,25.6,8.0,3.2,4.9,10.1,13.5
0,20.9,74.8,41.4,6.5,10.8,0,0,25.8,8.1,3.2,4.9,10.3,13.7
0,20.8,75.5,42.7,6.4,10.8,0,0,26.0,8.0,3.2,4.9,10.3,13.9
0,20.8,76.4,42.6,6.5,11.0,0,0,25.7,8.0,3.3,5.1,10.5,13.7
0,20.7,76.4,42.4,6.5,10.8,0,0,26.2,8.1,3.3,5.0,10.5,13.8
0,21.4,76.5,42.1,6.4,11.0,0,0,25.6,8.0,3.3,5.0,10.5,13.8
0,21.1,76.9,42.9,6.5,10.8,0,0,26.0,8.1,3.3,5.0,10.4,14.0
0,21.2,77.3,42.7,6.5,11.3,0,0,26.0,8.1,3.3,5.1,10.7,14.0
0,21.5,77.1,43.3,6.7,10.9,0,0,26.3,8.2,3.3,5.0,10.6,14.2
0,21.5,76.6,43.0,6.5,10.8,0,0,26.3,8.1,3.3,5.1,10.4,14.1
0,21.3,76.9,42.8,6.6,11.1,0,0,26.3,8.1,3.3,5.1,10.7,14.0
0,21.5,78.0,44.0,6.7,11.1,0,0,26.1,8.1,3.3,5.1,10.6,14.2
0,21.1,77.9,43.1,6.7,11.1,0,0,26.3,8.3,3.3,5.1,10.7,14.1
0,21.4,78.9,42.7,6.8,11.2,0,0,25.7,8.3,3.3,5.1,10.7,13.9
0,21.9,79.4,43.5,6.8,11.2,0,0,26.3,8.3,3.4,5.1,10.6,13.9
0,21.8,80.0,43.6,6.7,11.1,0,0,26.3,8.0,3.4,5.2,10.7,14.1
0,21.5,80.6,43.8,6.9,11.2,0,0,26.6,8.2,3.4,5.2,10.7,14.2
0,22.0,78.9,44.7,7.0,11.3,0,0,26.1,8.2,3.3,5.2,11.0,14.2
0,21.9,78.8,44.1,6.8,11.2,0,0,26.1,8.2,3.4,5.2,10.8,14.1
0,21.8,79.2,43.8,6.8,11.0,0,0,26.2,8.1,3.4,5.2,10.6,14.1
0,21.7,79.2,44.3,7.0,11.2,0,0,26.4,8.4,3.4,5.2,11.0,14.2
0,21.8,80.3,43.8,6.9,11.0,0,0,26.2,8.2,3.4,5.2,10.7,14.1
0,22.1,80.2,44.3,6.9,11.4,0,0,26.3,8.2,3.4,5.2,10.9,14.2
0,21.7,79.4,43.8,6.9,11.3,0,0,26.4,8.2,3.4,5.2,11.0,14.1
0,22.1,80.4,43.9,6.9,11.1,0,0,26.1,8.2,3.4,5.2,11.0,14.3
0,22.0,80.1,44.0,7.0,11.3,0,0,26.3,8.2,3.4,5.3,11.0,14.2
0,22.1,80.9,44.7,7.2,11.3,0,0,26.2,8.2,3.4,5.1,10.8,14.2
0,22.4,80.5,43.8,7.1,11.2,0,0,26.1,8.3,3.4,5.3,11.0,14.3
0,22.2,80.1,44.2,7.0,11.5,0,0,26.6,8.3,3.5,5.2,10.9,14.4
0,22.1,80.2,44.7,6.9,11.6,0,0,26.1,8.2,3.5,5.3,11.2,14.0
0,21.9,81.0,44.5,7.3,11.3,0,0,26.5,8.4,3.5,5.4,11.2,14.2
0,22.2,80.4,43.4,7.2,11.2,0,0,26.5,8.2,3.5,5.4,11.2,14.3
0,22.5,80.4,44.5,7.2,11.7,0,0,25.6,8.3,3.5,5.3,11.1,14.3
0,22.9,80.8,44.5,7.1,11.5,0,0,26.5,8.0,3.4,5.4,11.4,14.2
0,22.4,81.0,44.1,7.1,11.4,0,0,26.4,8.3,3.4,5.4,11.1,14.5
0,22.4,81.3,45.2,7.2,11.5,0,0,26.5,8.1,3.5,5.3,11.3,14.3
0,22.3,82.4,44.3,7.1,11.4,0,0,26.3,8.5,3.5,5.3,11.2,14.2
0,22.3,81.2,44.6,7.2,11.5,0,0,26.0,8.3,3.5,5.3,11.3,14.2
0,23.1,80.9,44.5,7.1,11.5,0,0,25.6,8.1,3.4,5.4,11.2,14.5
0,22.3,82.1,44.4,7.2,11.5,0,0,25.7,8.5,3.5,5.5,11.3,14.2
0,22.8,84.2,44.3,7.3,11.5,0,0,26.0,8.5,3.5,5.4,11.4,14.2
0,22.7,83.0,44.8,7.3,11.5,0,0,25.9,8.5,3.5,5.5,11.3,14.5
0,22.8,81.5,44.8,7.2,11.6,0,0,26.3,8.4,3.5,5.3,11.3,14.0
0,23.1,82.7,45.1,7.4,11.6,0,0,25.5,8.3,3.6,5.4,11.4,14.3
0,22.4,80.5,44.7,7.1,11.5,0,0,26.5,8.5,3.5,5.5,11.4,14.4
0,22.5,82.9,44.7,7.3,11.5,0,0,26.3,8.4,3.6,5.5,11.6,14.0
0,22.7,83.1,44.1,7.2,11.5,0,0,26.1,8.5,3.6,5.5,11.3,14.4
0,22.4,84.3,44.7,7.2,11.6,0,0,26.0,8.3,3.5,5.5,11.2,14.3
0,22.5,82.9,44.6,7.2,11.3,0,0,25.8,8.4,3.5,5.4,11.1,14.2
0,22.2,81.9,44.1,7.2,11.4,0,0,25.7,8.3,3.6,5.4,11.4,14.0
0,22.2,80.4,44.5,7.1,11.3,0,0,25.5,8.1,3.5,5.4,11.2,14.1
0,22.2,80.3,43.1,7.0,11.2,0,0,25.3,8.0,3.4,5.2,11.3,13.8
0,21.9,80.1,43.0,7.0,11.2,0,0,25.4,8.1,3.4,5.3,11.0,13.9
0,21.9,80.1,42.9,7.0,10.9,0,0,25.4,8.0,3.4,5.3,10.9,13.5
0,21.4,79.4,42.5,7.0,10.9,0,0,25.0,8.0,3.4,5.1,10.7,13.8
0,21.8,80.5,42.5,6.8,10.8,0,0,24.6,7.9,3.4,5.1,10.6,13.7
0,21.5,79.1,42.9,6.9,11.1,0,0,24.5,8.0,3.3,5.1,10.7,13.3
0,21.5,78.2,42.1,6.9,10.9,0,0,24.6,7.9,3.3,5.0,10.4,13.7
0,21.3,77.8,42.2,6.8,10.7,0,0,24.6,7.8,3.4,5.0,10.6,13.6
0,21.2,79.3,42.3,6.8,10.8,0,0,24.2,7.7,3.3,5.1,10.5,13.1
0,20.9,78.0,41.9,6.8,10.7,0,0,24.0,7.8,3.3,5.0,10.5,13.4
0,21.1,77.7,41.7,6.9,10.6,0,0,24.0,7.7,3.4,5.0,10.5,13.2
0,20.8,80.1,41.4,6.7,10.7,0,0,23.9,7.7,3.3,4.9,10.5,13.2
0,21.0,79.0,40.5,6.7,10.7,0,0,23.9,7.7,3.3,5.0,10.5,13.1
0,21.0,76.7,41.1,6.8,10.9,0,0,23.7,7.6,3.3,5.0,10.4,13.1
0,20.9,76.4,41.0,6.5,10.5,0,0,23.5,7.6,3.2,5.0,10.3,13.0
0,21.0,77.3,41.0,6.6,10.5,0,0,23.7,7.6,3.3,4.9,10.4,13.2
0,20.7,75.2,40.1,6.7,10.7,0,0,23.1,7.4,3.2,4.9,10.2,12.8
0,20.2,77.1,40.4,6.7,10.5,0,0,23.0,7.5,3.2,4.9,10.2,13.0
0,20.4,77.5,40.3,6.6,10.4,0,0,23.0,7.6,3.2,4.8,10.0,12.6
0,20.7,74.3,39.7,6.7,10.3,0,0,22.9,7.5,3.2,4.9,10.1,12.7
0,20.7,74.6,40.8,6.6,10.5,0,0,22.9,7.4,3.2,4.8,10.0,12.4
0,20.0,76.0,39.5,6.5,10.1,0,0,22.7,7.5,3.2,4.8,10.1,12.8
0,20.0,75.8,39.6,6.6,10.3,0,0,22.7,7.3,3.2,4.8,9.9,12.4
0,20.0,75.5,39.7,6.6,10.2,0,0,22.6,7.4,3.1,4.8,9.8,12.5
0,19.9,74.8,39.8,6.5,10.2,0,0,22.5,7.3,3.1,4.8,10.0,12.5
0,20.2,75.2,40.0,6.5,10.3,0,0,22.8,7.4,3.1,4.7,10.0,12.5
0,19.9,75.9,39.6,6.5,10.0,0,0,22.2,7.2,3.1,4.8,9.8,12.8
0,19.9,74.3,40.2,6.5,10.1,0,0,22.5,7.4,3.1,4.8,9.9,12.5
0,20.1,74.8,39.1,6.5,10.0,0,0,22.6,7.4,3.1,4.7,9.7,12.4
0,19.8,74.9,39.5,6.4,10.1,0,0,22.4,7.3,3.1,4.6,9.8,12.8
0,20.1,74.3,39.3,6.4,10.1,0,0,22.5,7.2,3.1,4.7,9.9,12.5
0,19.9,75.1,39.3,6.5,10.1,0,0,22.6,7.2,3.1,4.7,9.8,12.3
0,19.9,74.0,38.0,6.4,10.0,0,0,21.7,7.2,3.1,4.7,9.8,12.6
0,19.8,75.5,39.1,6.5,9.9,0,0,22.0,7.3,3.1,4.7,9.8,12.3
0,19.6,75.5,38.6,6.4,10.0,0,0,22.2,7.2,3.1,4.7,9.6,12.5
0,19.8,74.1,39.1,6.5,10.0,0,0,22.3,7.2,3.0,4.7,9.7,12.5
0,19.8,75.2,38.3,6.5,10.0,0,0,22.2,7.3,3.1,4.6,9.8,12.2
0,20.1,76.0,39.3,6.5,9.9,0,0,22.1,7.1,3.1,4.7,9.6,12.3
0,19.7,73.8,39.2,6.4,9.9,0,0,22.0,7.2,3.1,4.7,9.6,12.4
0,19.8,74.8,38.6,6.5,9.9,0,0,22.1,7.2,3.1,4.7,9.7,12.4
0,20.2,74.4,39.3,6.5,10.0,0,0,22.3,7.2,3.0,4.7,9.7,12.3
0,20.1,74.0,39.1,6.4,10.0,0,0,21.8,7.1,3.1,4.7,9.6,12.3
0,19.9,75.4,39.2,6.5,10.0,0,0,22.2,7.1,3.1,4.7,9.7,12.6
0,19.9,76.0,38.8,6.5,10.0,0,0,22.5,7.1,3.0,4.6,9.6,12.5
0,20.2,75.6,38.8,6.3,9.8,0,0,22.4,7.0,3.1,4.7,9.6,12.2
0,19.9,75.9,39.3,6.3,10.1,0,0,22.9,7.2,3.0,4.7,9.7,12.7
0,20.2,76.0,39.0,6.5,10.1,0,0,22.3,7.1,3.0,4.7,9.4,12.6
0,19.8,75.7,39.5,6.5,10.0,0,0,22.7,7.2,3.1,4.6,9.7,12.6
0,20.4,77.3,39.3,6.6,10.0,0,0,22.7,7.2,3.1,4.7,9.7,12.7
0,20.4,78.2,40.0,6.6,10.0,0,0,22.6,7.2,3.1,4.8,9.7,12.7
0,20.3,78.3,39.8,6.6,10.2,0,0,23.0,7.2,3.0,4.8,9.7,12.9
0,20.6,78.8,39.9,6.5,9.9,0,0,23.1,7.3,3.1,4.8,9.9,12.7
0,20.9,78.7,40.7,6.6,10.2,0,0,23.0,7.3,3.1,4.7,9.8,13.2
0,21.0,79.1,40.4,6.7,10.2,0,0,23.0,7.4,3.2,4.8,9.8,13.0
0,21.5,80.9,41.3,6.8,10.3,0,0,23.5,7.2,3.1,4.9,9.9,13.4
0,21.2,81.3,41.6,6.9,10.4,0,0,23.1,7.5,3.1,5.0,9.9,13.5
0,21.3,81.0,42.2,6.8,10.3,0,0,23.3,7.6,3.2,4.9,10.2,13.7
0,21.3,82.0,43.4,7.0,10.5,0,0,24.5,7.5,3.2,5.0,10.1,13.8
0,21.7,82.6,43.3,7.1,10.6,0,0,24.4,7.6,3.2,5.0,10.3,13.6
0,21.9,84.2,43.7,7.1,10.6,0,0,24.3,7.7,3.2,5.0,10.3,14.0
0,21.9,82.8,44.2,7.1,10.9,0,0,24.6,7.8,3.2,4.9,10.3,13.8
0,22.0,83.5,44.4,7.1,10.9,0,0,25.5,7.7,3.3,5.1,10.6,14.2
0,22.2,83.1,45.2,7.2,11.0,0,0,25.1,7.9,3.3,5.1,10.5,14.1
0,22.5,83.7,44.6,7.3,11.1,0,0,26.4,8.2,3.3,5.3,10.6,13.9
0,22.2,85.0,45.5,7.4,11.5,0,0,26.2,8.3,3.4,5.3,10.8,14.2
0,22.0,85.2,45.8,7.4,11.4,0,0,26.1,8.3,3.5,5.4,10.9,14.4
0,22.5,85.3,45.7,7.5,11.6,0,0,26.8,8.4,3.4,5.4,11.0,14.6
0,22.2,83.8,45.8,7.5,11.5,0,0,26.2,8.5,3.6,5.5,11.1,14.4
0,22.7,86.0,46.1,7.6,11.5,0,0,26.9,8.7,3.6,5.5,11.3,14.5
0,22.7,85.0,45.6,7.5,11.6,0,0,27.0,8.6,3.6,5.7,11.4,14.1
0,22.6,84.7,46.4,7.4,11.6,0,0,27.8,8.7,3.6,5.6,11.5,14.4
0,22.7,85.5,47.1,7.4,11.4,0,0,27.3,8.6,3.6,5.7,11.7,14.6
0,22.6,85.2,45.6,7.4,11.6,0,0,27.6,8.7,3.7,5.8,11.6,14.2
0,22.6,84.9,46.7,7.4,11.6,0,0,27.6,8.8,3.6,5.8,11.8,14.5
0,22.2,84.4,46.2,7.6,11.6,0,0,28.5,8.8,3.7,5.8,11.9,14.3
0,22.4,84.5,46.5,7.4,11.5,0,0,27.0,8.8,3.6,5.9,12.1,14.5
0,22.0,86.0,46.4,7.5,11.7,0,0,27.3,8.7,3.7,5.8,12.0,14.6
0,22.3,83.8,45.9,7.4,11.6,0,0,27.5,8.8,3.7,5.9,12.1,14.3
0,22.3,84.3,45.3,7.4,11.3,0,0,27.3,8.6,3.7,5.7,12.0,14.2
0,22.3,84.1,45.7,7.4,11.6,0,0,28.0,8.6,3.7,5.7,11.8,14.5
0,22.5,83.7,45.2,7.3,11.3,0,0,27.1,8.9,3.7,5.8,11.8,14.3
0,21.9,84.3,45.8,7.4,11.4,0,0,27.0,8.6,3.7,5.8,11.9,14.2
0,22.2,84.2,45.7,7.5,11.4,0,0,26.8,8.5,3.6,5.7,11.8,14.3
0,21.9,82.8,45.3,7.4,11.3,0,0,26.6,8.7,3.6,5.8,11.7,14.2
0,22.0,82.6,45.4,7.4,11.4,0,0,26.8,8.3,3.6,5.7,11.5,14.0
0,21.9,81.5,45.3,7.3,11.4,0,0,26.6,8.4,3.4,5.7,11.6,14.2
0,21.6,82.1,45.3,7.4,11.3,0,0,27.3,8.5,3.5,5.6,11.4,13.9
0,22.0,82.5,45.5,7.4,11.2,0,0,27.4,8.4,3.5,5.6,11.5,13.9
0,21.5,82.5,44.7,7.3,11.1,0,0,26.6,8.3,3.6,5.6,11.6,14.1
0,21.7,81.1,44.2,7.1,11.0,0,0,26.7,8.3,3.5,5.6,11.3,14.0
0,21.3,82.4,43.9,7.1,11.3,0,0,26.5,8.5,3.5,5.6,11.4,13.9
0,21.5,81.3,44.4,7.1,11.2,0,0,26.5,8.4,3.5,5.6,11.4,13.8
0,21.6,78.9,44.7,7.0,11.1,0,0,26.3,8.3,3.5,5.5,11.5,13.9
0,21.5,80.8,44.7,7.2,10.9,0,0,26.1,8.2,3.5,5.5,11.3,14.0
0,21.4,79.0,44.2,7.1,11.0,0,0,26.5,8.1,3.5,5.5,11.3,13.8
0,21.2,80.7,43.9,7.0,10.8,0,0,26.0,8.1,3.4,5.4,11.2,13.9
0,21.4,79.9,43.5,7.2,10.7,0,0,25.8,8.0,3.5,5.3,11.3,13.6
0,21.0,79.4,43.3,7.1,10.7,0,0,26.3,8.2,3.5,5.5,11.0,13.6
0,21.0,79.6,44.1,7.1,10.7,0,0,25.8,8.1,3.5,5.4,10.9,13.5
0,21.1,79.7,43.4,7.0,10.7,0,0,25.7,8.1,3.4,5.4,11.0,13.6
0,20.9,79.5,43.0,6.9,10.8,0,0,25.5,8.1,3.5,5.4,11.0,13.9
0,21.0,79.4,43.5,7.0,10.8,0,0,25.7,8.1,3.3,5.3,10.9,13.5
0,20.6,77.8,42.7,6.9,10.5,0,0,26.0,7.9,3.4,5.3,10.7,13.4
0,21.1,77.0,43.1,6.9,10.8,0,0,26.3,7.9,3.4,5.3,10.8,13.5
0,20.8,77.2,42.7,6.9,10.6,0,0,25.8,8.0,3.3,5.4,10.8,13.2
0,21.0,77.4,42.6,6.8,10.5,0,0,25.7,7.9,3.4,5.4,10.8,13.4
0,20.7,76.9,42.8,6.8,10.6,0,0,25.5,8.0,3.4,5.3,10.9,13.5
0,20.5,76.7,43.0,6.9,10.8,0,0,25.8,8.1,3.4,5.4,10.8,13.4
0,20.6,77.8,43.3,7.0,10.6,0,0,25.7,8.0,3.3,5.3,10.9,13.6
0,20.5,78.8,43.2,7.0,10.8,0,0,25.9,7.9,3.4,5.3,10.9,13.6
0,21.2,80.1,43.8,7.1,10.6,0,0,26.0,8.0,3.4,5.5,11.0,13.6
0,21.1,78.7,43.4,7.0,10.9,0,0,26.6,8.2,3.4,5.5,11.2,13.7
0,21.0,81.0,44.1,7.1,11.0,0,0,26.5,8.0,3.5,5.5,11.2,14.2
0,20.8,81.0,44.7,7.1,11.1,0,0,26.3,8.2,3.5,5.7,11.3,14.0
